Contract_ID,Outstanding Amount_max,Outstanding Amount_mean,Outstanding Amount_last,Due Amount_max,Due Amount_mean,Number of Days Past Due_max,Number of Days Past Due_mean,Number of Days Past Due_count,Contract Status_<lambda>
CONT112519,26339.77,26339.77,26339.77,26353.2,18196.576190476193,615.0,289.14285714285717,21,NonAccrual
CONT112520,23671.82,21850.910769230766,0.0,21711.23,11690.66,340.0,159.23076923076923,13,Closed
CONT112521,15813.32,15813.319999999998,15813.32,15821.36,10924.46523809524,615.0,289.14285714285717,21,NonAccrual
CONT112522,24915.78,24915.78,24915.78,24928.49,17212.83095238095,615.0,289.14285714285717,21,NonAccrual
CONT112523,17680.05,17680.05,17680.05,17689.07,12214.095238095239,615.0,289.14285714285717,21,NonAccrual
CONT112524,41821.27,35964.29380952381,29445.21,885.98,57.51952380952381,4.0,0.47619047619047616,21,Active
CONT112525,4689.33,2834.1133333333332,0.0,0.0,0.0,0.0,0.0,3,Closed
CONT112526,13458.38,9837.485,0.0,0.0,0.0,0.0,0.0,4,Closed
CONT112527,4689.33,3375.9725,0.0,0.0,0.0,0.0,0.0,4,Closed
CONT112528,2344.67,1322.024,0.0,0.0,0.0,0.0,0.0,5,Closed
CONT112529,2138.73,1272.5426315789475,0.0,0.0,0.0,0.0,0.0,19,Closed
CONT112530,70046.61,57710.665,44195.87,0.0,0.0,0.0,0.0,20,Active
CONT112531,83708.68,75522.716,69484.43,0.0,0.0,0.0,0.0,20,Active
CONT112532,1249.92,803.61,0.0,0.0,0.0,0.0,0.0,3,Closed
CONT112533,93786.64,59311.932499999995,36447.15,0.0,0.0,0.0,0.0,20,Active
CONT112534,3751.47,1895.5938461538462,0.0,0.0,0.0,0.0,0.0,13,Closed
CONT112535,1547.48,755.7036363636363,0.0,0.0,0.0,0.0,0.0,11,Closed
CONT112536,80000.0,66793.70142857144,0.0,3417.26,732.1285714285715,56.0,11.714285714285714,7,Closed
CONT112537,8770.88,4344.9400000000005,0.0,0.0,0.0,0.0,0.0,20,Closed
CONT112538,34935.52,30656.760499999997,25768.44,1817.56,843.3059999999999,84.0,33.85,20,NonAccrual
CONT112539,35158.55,29272.927333333337,0.0,0.0,0.0,0.0,0.0,15,Closed
CONT112540,1468.16,1092.467142857143,0.0,891.58,298.06,80.0,24.285714285714285,7,Closed
CONT112541,11723.33,8632.146499999999,5348.35,0.0,0.0,0.0,0.0,20,Active
CONT112542,7034.0,5179.2875,3209.0,0.0,0.0,0.0,0.0,20,Active
CONT112543,216706.92,202178.1705,192883.02,17077.44,3244.237,178.0,33.65,20,NonAccrual
CONT112544,5691.28,4387.1866666666665,0.0,254.82,28.313333333333333,20.0,2.2222222222222223,9,Closed
CONT112545,57913.25,52664.15,47043.12,0.0,0.0,0.0,0.0,20,Active
CONT112546,139335.19,128872.188,121156.81,0.0,0.0,0.0,0.0,20,Active
CONT112547,122.51,81.57125,0.0,0.0,0.0,19.0,1.1875,16,Closed
CONT112548,1724.57,898.0215384615385,0.0,8.84,0.6799999999999999,19.0,1.4615384615384615,13,Closed
CONT112549,144.62,96.935,0.0,0.0,0.0,0.0,0.0,4,Closed
CONT112550,35626.17,32099.0255,27125.42,767.5,72.707,3.0,0.25,20,Active
CONT112551,150358.59,140186.044,130716.88,0.0,0.0,0.0,0.0,20,Active
CONT112552,4689.33,2344.665,0.0,797.58,398.79,18.0,9.0,2,Closed
CONT112553,50077.49,43932.552500000005,38949.61,0.0,0.0,0.0,0.0,20,Active
CONT112554,1356.23,935.2075,0.0,117.0,29.25,17.0,4.25,4,Closed
CONT112555,36833.36,30630.613333333335,0.0,2130.67,176.77499999999998,45.0,3.3333333333333335,18,Closed
CONT112556,44115.9,38521.208,32486.28,0.0,0.0,0.0,0.0,20,Active
CONT112557,10082.06,7370.2275,0.0,0.0,0.0,0.0,0.0,4,Closed
CONT112558,42850.13,37725.7975,33334.51,1396.69,194.2115,37.0,3.15,20,Active
CONT112559,4689.33,3296.292,0.0,405.74,81.148,12.0,2.4,5,Closed
CONT112560,66959.06,58422.085,0.0,0.0,0.0,0.0,0.0,20,Closed
CONT112561,50410.32,45841.2625,40948.46,0.0,0.0,0.0,0.0,20,Active
CONT112562,37405.74,34161.5555,28358.22,0.0,0.0,0.0,0.0,20,Active
CONT112563,120432.19,113031.8135,104024.34,1605.11,155.24849999999998,7.0,0.95,20,Active
CONT112564,62342.32,55959.375,48942.95,1305.6,115.14849999999998,4.0,0.35,20,Active
CONT112565,73505.28,66842.95749999999,59708.58,0.0,0.0,0.0,0.0,20,Active
CONT112566,30956.76,25978.572,20606.68,0.0,0.0,0.0,0.0,20,Active
CONT112567,1945.3,1642.6654545454546,0.0,13.39,1.6736363636363636,11.0,1.9090909090909092,11,Closed
CONT112568,92149.38,88523.446,80889.78,1221.52,241.2935,32.0,1.75,20,Active
CONT112569,44197.0,38642.5815,32627.92,0.0,0.0,0.0,0.0,20,Active
CONT112570,41036.83,35090.953,28037.23,125.86,6.293,14.0,0.7,20,Active
CONT112571,43704.53,39869.48263157895,35436.93,1046.94,55.102105263157895,1.0,0.05263157894736842,19,Active
CONT112572,11137.16,9473.219000000001,7706.82,0.0,0.0,0.0,0.0,20,Active
CONT112573,23826.1,19994.1105,15860.3,0.0,0.0,0.0,0.0,20,Active
CONT112574,22622.25,18983.459,15057.96,0.0,0.0,0.0,0.0,20,Active
CONT112575,66267.41,61103.89599999999,54999.18,0.0,0.0,0.0,0.0,20,Active
CONT112576,10551.0,8759.59888888889,0.0,988.46,353.3411111111111,96.0,25.88888888888889,9,Closed
CONT112577,9930.69,8608.664,7307.88,212.22,30.641499999999997,5.0,0.9,20,Active
CONT112578,5433.58,4721.366,4000.12,116.11,17.637,5.0,0.9,20,Active
CONT112579,26194.19,22508.316,19299.51,2268.3,639.4399999999999,96.0,20.5,20,NonAccrual
CONT112580,35873.39,30390.859999999997,24547.88,0.0,0.0,0.0,0.0,20,Active
CONT112581,750.29,366.6928571428571,0.0,0.0,0.0,0.0,0.0,7,Closed
CONT112582,11723.33,8858.794705882354,0.0,0.0,0.0,0.0,0.0,17,Closed
CONT112583,96014.07,88964.7905,81380.23,0.0,0.0,0.0,0.0,20,Active
CONT112584,153226.71,143651.6,139179.51,4425.28,331.89599999999996,31.0,1.6,20,Active
CONT112585,86635.4,78829.55789473683,70545.93,0.0,0.0,0.0,0.0,19,Active
CONT112586,26194.19,22266.05947368421,17980.77,192.9,15.37,12.0,1.2105263157894737,19,Active
CONT112587,847.27,586.344,0.0,0.0,0.0,0.0,0.0,5,Closed
CONT112588,3354.0,2576.8360000000002,0.0,0.0,0.0,0.0,0.0,5,Closed
CONT112589,2821.45,1941.3700000000001,0.0,0.0,0.0,0.0,0.0,7,Closed
CONT112590,7612.71,4093.1800000000003,0.0,0.0,0.0,0.0,0.0,5,Closed
CONT112591,50127.22,43483.319473684205,37642.81,0.0,0.0,0.0,0.0,19,Active
CONT112592,43240.52,36261.78421052632,31580.0,0.0,0.0,0.0,0.0,19,Active
CONT112593,30598.36,26368.847894736842,23556.74,859.72,45.24842105263158,2.0,0.10526315789473684,19,Active
CONT112594,1113.72,606.1155555555556,0.0,0.0,0.0,0.0,0.0,9,Closed
CONT112595,32813.9,27802.15105263158,22417.28,0.0,0.0,0.0,0.0,19,Active
CONT112596,60007.32,53637.625789473685,47312.0,890.86,113.04263157894736,3.0,0.5263157894736842,19,Active
CONT112597,31360.52,26872.515263157897,21559.55,0.0,0.0,0.0,0.0,19,Active
CONT112598,34288.6,29079.254210526313,23424.13,534.96,28.155789473684212,1.0,0.05263157894736842,19,Active
CONT112599,59853.69,52947.88421052632,44906.31,1301.99,431.9815789473684,4.0,1.3157894736842106,19,Active
CONT112600,50284.78,41644.44105263158,36009.68,0.0,0.0,0.0,0.0,19,Active
CONT112601,37110.81,31762.186842105264,27156.88,1709.03,368.1147368421053,32.0,2.1052631578947367,19,Active
CONT112602,113860.12,106555.11789473685,98783.85,1484.53,515.3347368421053,1.0,0.42105263157894735,19,Active
CONT112603,66815.94,57054.188571428575,0.0,0.0,0.0,0.0,0.0,14,Closed
CONT112604,42814.75,38466.895263157894,34281.81,0.0,0.0,0.0,0.0,19,Active
CONT112605,31004.92,26688.874210526315,23105.35,760.33,75.34526315789473,2.0,0.15789473684210525,19,Active
CONT112606,106145.28,95887.00842105263,84523.09,1962.56,282.0452631578948,4.0,0.42105263157894735,19,Active
CONT112607,44195.59,36449.6652631579,27725.49,1177.26,61.961052631578944,1.0,0.05263157894736842,19,Active
CONT112608,45314.89,41330.816315789474,35199.51,1899.67,199.96421052631578,35.0,2.263157894736842,19,Active
CONT112609,44314.19,39866.24684210527,35130.79,0.0,0.0,0.0,0.0,19,Active
CONT112610,62000.7,54531.294210526314,46508.35,0.0,0.0,0.0,0.0,19,Active
CONT112611,70339.98,53803.04,35783.73,0.0,0.0,0.0,0.0,19,Active
CONT112612,42923.56,37663.15578947368,31822.46,0.0,0.0,0.0,0.0,19,Active
CONT112613,32399.11,27567.81818181818,0.0,0.0,0.0,0.0,0.0,11,Closed
CONT112614,36856.2,31226.904210526318,25178.38,0.0,0.0,0.0,0.0,19,Active
CONT112615,30321.81,26331.992631578945,22841.97,2571.07,783.34,105.0,29.68421052631579,19,NonAccrual
CONT112616,44179.65,38528.90157894737,30325.79,0.0,0.0,0.0,0.0,19,Active
CONT112617,41982.23,37703.29846153846,33388.46,0.0,0.0,0.0,0.0,13,Active
CONT112618,36646.82,33102.60105263158,28924.06,0.0,0.0,0.0,0.0,19,Active
CONT112619,119473.2,115290.33,110146.38,0.0,0.0,0.0,0.0,19,Active
CONT112620,2090.27,1345.6466666666668,0.0,0.0,0.0,0.0,0.0,6,Closed
CONT112621,13792.31,10983.09052631579,7965.56,0.0,0.0,0.0,0.0,19,Active
CONT112622,3808.91,2600.522857142857,0.0,0.0,0.0,0.0,0.0,7,Closed
CONT112623,90218.76,82471.54842105263,75495.47,1665.49,175.31473684210528,6.0,0.5789473684210527,19,Active
CONT112624,15713.81,13340.055263157894,10742.95,205.04,19.943157894736842,2.0,0.2631578947368421,19,Active
CONT112625,80153.9,74031.1452631579,65879.3,1058.99,55.736315789473686,4.0,0.21052631578947367,19,Active
CONT112626,242301.03,225413.0931578947,207296.58,0.0,0.0,0.0,0.0,19,Active
CONT112627,2438.01,1219.005,0.0,0.0,0.0,0.0,0.0,2,Closed
CONT112628,55685.81,47646.406,0.0,4325.96,1949.0690000000002,101.0,38.1,10,Closed
CONT112629,76632.68,71282.97894736842,65552.03,0.0,0.0,0.0,0.0,19,Active
CONT112630,10183.99,9358.64105263158,8824.55,8993.41,5877.978947368421,527.0,247.21052631578948,19,NonAccrual
CONT112631,15042.39,11207.336842105264,10018.45,10023.33,6064.377368421053,435.0,169.10526315789474,19,NonAccrual
CONT112632,18060.94,18060.94,18060.94,18070.13,11888.49,555.0,260.4736842105263,19,NonAccrual
CONT112633,2540.49,2072.9210526315787,1905.37,2142.02,1340.5526315789473,504.0,220.89473684210526,19,NonAccrual
CONT112634,4019.77,4019.7700000000004,4019.77,4021.81,2645.98,554.0,259.5263157894737,19,NonAccrual
CONT112635,65650.64,59982.84368421053,53940.82,0.0,0.0,0.0,0.0,19,Active
CONT112636,77004.69,70815.15894736843,63491.14,0.0,0.0,0.0,0.0,19,Active
CONT112637,37014.3,33336.81894736842,29388.91,0.0,0.0,0.0,0.0,19,Active
CONT112638,34379.13,32039.468947368423,31444.88,9962.42,3417.575263157895,369.0,119.05263157894737,19,NonAccrual
CONT112639,30956.76,26228.123157894737,21148.14,0.0,0.0,0.0,0.0,19,Active
CONT112640,4689.33,3406.935789473684,0.0,0.0,0.0,0.0,0.0,19,Closed
CONT112641,33361.69,25729.808421052632,13833.97,0.0,0.0,0.0,0.0,19,Active
CONT112642,5861.66,3890.1200000000003,0.0,0.0,0.0,0.0,0.0,6,Closed
CONT112643,115207.08,101430.83533333334,0.0,593.67,104.256,31.0,2.2,15,Closed
CONT112644,43.21,36.048421052631575,32.4,1.76,0.27473684210526317,63.0,7.105263157894737,19,NonAccrual
CONT112645,69057.4,59067.48055555555,48382.84,0.0,0.0,0.0,0.0,18,Active
CONT112646,4828.7,3994.552857142857,0.0,0.0,0.0,0.0,0.0,7,Closed
CONT112647,32996.34,28223.045555555556,23116.79,0.0,0.0,0.0,0.0,18,Active
CONT112648,3186.4,2707.04,0.0,64.38,22.195555555555554,58.0,15.777777777777779,9,Closed
CONT112649,14940.35,12014.123333333333,8661.88,0.0,0.0,0.0,0.0,18,Active
CONT112650,743.7,446.5466666666667,0.0,0.0,0.0,0.0,0.0,3,Closed
CONT112651,1636.08,1042.0933333333332,0.0,0.0,0.0,0.0,0.0,3,Closed
CONT112652,15694.54,13205.076666666668,0.0,298.59,33.17666666666666,26.0,2.888888888888889,9,Closed
CONT112653,50906.4,43754.663888888885,36185.72,0.0,0.0,0.0,0.0,18,Active
CONT112654,2614.61,1769.2575,0.0,0.0,0.0,0.0,0.0,4,Closed
CONT112655,7.03,4.306666666666667,0.0,0.0,0.0,25.0,8.333333333333334,3,Closed
CONT112656,464.62,278.93,0.0,0.0,0.0,0.0,0.0,3,Closed
CONT112657,18466.66,14831.645555555555,0.0,0.0,0.0,0.0,0.0,9,Closed
CONT112658,74344.97,68791.85777777777,64644.69,0.0,0.0,0.0,0.0,18,Active
CONT112659,35991.58,30284.129444444443,24104.13,0.0,0.0,0.0,0.0,18,Active
CONT112660,468.93,351.6975,0.0,159.51,99.69749999999999,81.0,37.75,4,Closed
CONT112661,101154.02,92428.44611111112,81769.1,3078.87,890.5211111111112,50.0,13.38888888888889,18,Active
CONT112662,26517.35,22750.752222222225,20332.83,0.0,0.0,0.0,0.0,18,Active
CONT112663,9355.22,7350.659999999999,0.0,185.25,37.05,16.0,3.2,5,Closed
CONT112664,4578.57,4578.57,4578.57,4580.89,2926.7444444444445,536.0,256.72222222222223,18,NonAccrual
CONT112665,7798.31,7798.310000000001,7798.31,7802.27,4984.897777777778,536.0,256.72222222222223,18,NonAccrual
CONT112666,10653.97,10653.97,10653.97,10659.41,6810.327777777778,536.0,256.72222222222223,18,NonAccrual
CONT112667,3463.94,3463.94,3463.94,3465.7,2214.245,536.0,256.72222222222223,18,NonAccrual
CONT112668,5756.69,5756.69,5756.69,5759.65,3679.855,536.0,256.72222222222223,18,NonAccrual
CONT112669,1172.33,733.99,0.0,198.1,49.525,17.0,4.25,4,Closed
CONT112670,1172.33,733.99,0.0,198.1,49.525,17.0,4.25,4,Closed
CONT112671,13436.67,13436.67,13436.67,13443.52,8589.103333333334,536.0,256.72222222222223,18,NonAccrual
CONT112672,6293.29,6293.29,6293.29,6296.48,4022.8444444444444,536.0,256.72222222222223,18,NonAccrual
CONT112673,1172.33,733.99,0.0,198.1,49.525,17.0,4.25,4,Closed
CONT112674,23868.93,20083.903333333335,15985.35,0.0,0.0,0.0,0.0,18,Active
CONT112675,3177.02,3177.02,3177.02,3178.64,2030.8466666666666,536.0,256.72222222222223,18,NonAccrual
CONT112676,6678.38,6678.38,6678.38,6681.81,4269.022777777778,536.0,256.72222222222223,18,NonAccrual
CONT112677,6135.94,6135.94,6135.94,6139.06,3922.2661111111115,536.0,256.72222222222223,18,NonAccrual
CONT112678,4920.19,4920.19,4920.19,4922.7,3145.1294444444447,536.0,256.72222222222223,18,NonAccrual
CONT112679,3519.58,3378.8999999999996,3238.22,3240.0,2109.1277777777777,536.0,256.72222222222223,18,NonAccrual
CONT112680,9086.17,4543.085,0.0,0.0,0.0,0.0,0.0,2,Closed
CONT112681,10404.88,10404.88,10404.88,10410.18,6651.094444444444,536.0,256.72222222222223,18,NonAccrual
CONT112682,6431.93,6431.93,6431.93,6435.22,4111.481111111111,536.0,256.72222222222223,18,NonAccrual
CONT112683,6195.92,6133.395555555555,5914.56,6199.09,3898.090555555556,536.0,256.72222222222223,18,NonAccrual
CONT112684,234.47,128.25428571428571,0.0,39.88,10.569999999999999,16.0,6.714285714285714,7,Closed
CONT112685,28547.62,26045.652777777777,25617.94,13577.91,5055.133333333333,401.0,145.33333333333334,18,NonAccrual
CONT112686,48121.92,42325.96444444444,36055.12,0.0,0.0,0.0,0.0,18,Active
CONT112687,3517.0,1897.0333333333335,0.0,206.1,20.631666666666664,14.0,2.3333333333333335,12,Closed
CONT112688,2344.67,1499.68,0.0,0.0,0.0,0.0,0.0,3,Closed
CONT112689,1172.33,694.09875,0.0,121.03,30.067500000000003,10.0,2.375,8,Closed
CONT112690,10551.0,8221.33,5244.57,621.95,208.82166666666666,37.0,5.777777777777778,18,Active
CONT112691,73856.98,64649.165625,0.0,0.0,0.0,0.0,0.0,16,Closed
CONT112692,4454.87,2947.1200000000003,0.0,0.0,0.0,0.0,0.0,3,Closed
CONT112693,46893.32,36852.076,0.0,939.65,187.93,3.0,0.6,5,Closed
CONT112694,3105.09,2392.1423529411763,1641.24,0.0,0.0,0.0,0.0,17,Active
CONT112695,22013.9,19976.28882352941,17784.22,0.0,0.0,0.0,0.0,17,Active
CONT112696,23641.99,21091.673529411764,18995.99,598.5,208.6170588235294,61.0,19.705882352941178,17,Active
CONT112697,17807.22,15386.572352941177,14160.8,19.41,1.141764705882353,17.0,1.0,17,Active
CONT112698,27564.48,21463.150588235294,14860.14,0.0,0.0,0.0,0.0,17,Active
CONT112699,3751.47,3751.47,3751.47,214.82,109.48499999999999,64.0,25.25,4,Active
CONT112700,130.13,115.6370588235294,97.89,5.16,1.666470588235294,56.0,17.0,17,Active
CONT112701,610.86,497.9744444444445,0.0,0.0,0.0,0.0,0.0,9,Closed
CONT112702,11417.05,8789.638235294118,5990.69,0.0,0.0,0.0,0.0,17,Active
CONT112703,234.47,89.82857142857144,0.0,0.0,0.0,0.0,0.0,7,Closed
CONT112704,3329.43,2219.62,0.0,61.24,20.413333333333334,19.0,6.333333333333333,3,Closed
CONT112705,54594.91,49006.43294117647,42986.71,0.0,0.0,0.0,0.0,17,Active
CONT112706,85914.09,80923.64647058824,75552.38,0.0,0.0,0.0,0.0,17,Active
CONT112707,1172.33,866.7442857142858,0.0,52.5,7.5,12.0,1.7142857142857142,7,Closed
CONT112708,38419.93,34916.40588235294,31492.83,544.15,60.59176470588235,7.0,0.8235294117647058,17,Active
CONT112709,41110.08,35174.69823529412,28793.67,939.91,55.288823529411765,3.0,0.17647058823529413,17,Active
CONT112710,4689.33,3068.7535294117647,1367.71,207.1,12.18235294117647,1.0,0.058823529411764705,17,Active
CONT112711,11723.33,9025.102857142858,0.0,0.0,0.0,0.0,0.0,14,Closed
CONT112712,11723.33,9093.362142857142,0.0,0.0,0.0,0.0,0.0,14,Closed
CONT112713,32170.2,28459.447647058823,24463.02,0.0,0.0,0.0,0.0,17,Active
CONT112714,45348.18,41260.732941176466,36946.71,0.0,0.0,0.0,0.0,17,Active
CONT112715,80187.57,73967.56470588235,67396.81,0.0,0.0,0.0,0.0,17,Active
CONT112716,54865.18,49928.791176470586,44716.44,0.0,0.0,0.0,0.0,17,Active
CONT112717,4716.65,4716.65,4716.65,4719.27,2937.9776470588235,498.0,235.05882352941177,17,NonAccrual
CONT112718,8858.55,8858.55,8858.55,8863.47,5517.947058823529,498.0,235.05882352941177,17,NonAccrual
CONT112719,6363.68,6363.68,6363.68,6367.2,3963.895294117647,498.0,235.05882352941177,17,NonAccrual
CONT112720,5874.4,5874.4,5874.4,5877.66,3659.128823529412,498.0,235.05882352941177,17,NonAccrual
CONT112721,30556.27,27726.802352941177,24684.03,0.0,0.0,0.0,0.0,17,Active
CONT112722,45373.69,40739.20176470588,35543.45,943.38,152.62,4.0,0.5882352941176471,17,Active
CONT112723,5585.63,5585.63,5585.63,5588.75,3479.269411764706,498.0,235.05882352941177,17,NonAccrual
CONT112724,9722.91,8671.47,7488.6,7493.13,5004.4958823529405,437.0,206.35294117647058,17,NonAccrual
CONT112725,2641.31,2347.831111111111,0.0,1541.62,856.4566666666667,223.0,103.33333333333333,9,Closed
CONT112726,11745.63,11745.63,11745.63,11752.17,7316.299411764706,498.0,235.05882352941177,17,NonAccrual
CONT112727,7249.17,7224.3405882352945,7202.27,7206.31,4490.647647058823,498.0,235.05882352941177,17,NonAccrual
CONT112728,5167.9,4593.688888888889,0.0,2332.05,923.8688888888888,162.0,57.22222222222222,9,Closed
CONT112729,301282.91,295667.0194117647,288000.35,0.0,0.0,0.0,0.0,17,Active
CONT112730,6174.04,6174.04,6174.04,6177.47,3845.78,498.0,235.05882352941177,17,NonAccrual
CONT112731,38098.31,31661.987692307695,0.0,0.0,0.0,0.0,0.0,13,Closed
CONT112732,51717.28,49184.160588235296,46471.56,0.0,0.0,0.0,0.0,17,Active
CONT112733,35417.28,31382.546470588237,26935.4,581.2,54.67941176470589,4.0,0.47058823529411764,17,Active
CONT112734,1113.72,742.48,0.0,188.07,62.69,5.0,1.6666666666666667,3,Closed
CONT112735,1113.72,742.48,0.0,188.07,62.69,5.0,1.6666666666666667,3,Closed
CONT112736,17680.16,14267.828823529411,9869.0,0.0,0.0,0.0,0.0,17,Active
CONT112737,16131.79,14725.127647058824,13039.16,801.76,128.05588235294115,66.0,8.235294117647058,17,Active
CONT112738,20627.2,15276.18,11511.82,0.0,0.0,0.0,0.0,17,Active
CONT112739,36126.61,30507.697999999997,0.0,0.0,0.0,0.0,0.0,10,Closed
CONT112740,40720.05,35507.867058823525,31105.46,117.09,6.8876470588235295,1.0,0.058823529411764705,17,Active
CONT112741,88170.15,84338.44705882354,79770.08,0.0,0.0,0.0,0.0,17,Active
CONT112742,48481.55,42927.263529411764,36866.42,960.63,56.50764705882353,1.0,0.058823529411764705,17,Active
CONT112743,32600.47,29654.926470588234,26337.0,521.27,84.40647058823528,3.0,0.5294117647058824,17,Active
CONT112744,47820.87,43337.6805882353,38594.7,69.43,4.084117647058824,2.0,0.11764705882352941,17,Active
CONT112745,17330.13,14709.113529411765,11887.08,0.0,0.0,0.0,0.0,17,Active
CONT112746,67266.96,62172.36823529412,56690.81,0.0,0.0,0.0,0.0,17,Active
CONT112747,2344.67,1347.8123529411766,355.52,274.58,73.69411764705882,34.0,8.941176470588236,17,Active
CONT112748,41971.72,40315.101875,39064.41,0.0,0.0,0.0,0.0,16,Active
CONT112749,38446.1,34803.01,30785.35,992.45,108.19312500000001,1.0,0.125,16,Active
CONT112750,73841.92,70696.8425,67072.59,32.03,2.001875,28.0,1.75,16,Active
CONT112751,94075.76,90065.86875,85094.63,588.65,73.47437500000001,31.0,3.8125,16,Active
CONT112752,12220.19,9576.482142857143,0.0,0.0,0.0,0.0,0.0,14,Closed
CONT112753,29700.7,27130.9975,24344.31,663.89,41.493125,4.0,0.25,16,Active
CONT112754,2262.04,1148.60625,621.17,856.06,334.03875,240.0,79.5625,16,NonAccrual
CONT112755,2361.57,2361.57,2361.57,2362.88,1427.576875,485.0,237.0,16,NonAccrual
CONT112756,2489.61,2489.61,2489.61,2490.97,1504.96375,485.0,237.0,16,NonAccrual
CONT112757,3673.51,1584.953125,307.78,308.11,134.89937500000002,180.0,52.3125,16,NonAccrual
CONT112758,9871.79,7715.182000000001,0.0,0.0,0.0,0.0,0.0,5,Closed
CONT112759,4668.89,4449.149375,3965.72,4282.2,2602.546875,454.0,227.3125,16,NonAccrual
CONT112760,1621.69,681.444375,0.0,152.45,49.051874999999995,88.0,19.5625,16,Closed
CONT112761,3322.42,3322.42,3322.42,3324.27,2008.4125,485.0,237.0,16,NonAccrual
CONT112762,4429.73,4093.0787499999997,4016.6,4018.87,2341.02625,454.0,219.5625,16,NonAccrual
CONT112763,568.84,271.588,0.0,0.0,0.0,0.0,0.0,5,Closed
CONT112764,172274.58,162435.22375,151963.49,0.0,0.0,0.0,0.0,16,Active
CONT112765,36791.63,33066.2575,29235.94,0.0,0.0,0.0,0.0,16,Active
CONT112766,27521.97,23554.210625,19406.87,0.0,0.0,0.0,0.0,16,Active
CONT112767,47235.83,45191.39375,43006.05,0.0,0.0,0.0,0.0,16,Active
CONT112768,130038.19,110177.87866666666,0.0,177.73,11.848666666666666,4.0,0.26666666666666666,15,Closed
CONT112769,147713.95,128798.429375,108323.56,2541.76,393.91812500000003,14.0,3.5,16,Active
CONT112770,40585.89,36178.578125,31463.82,0.0,0.0,0.0,0.0,16,Active
CONT112771,450.22,270.4575,0.0,0.0,0.0,0.0,0.0,4,Closed
CONT112772,34537.37,29649.339375,24413.36,0.0,0.0,0.0,0.0,16,Active
CONT112773,15324.55,13431.534375,11372.94,0.0,0.0,0.0,0.0,16,Active
CONT112774,74265.65,69285.769375,63449.28,1398.5,389.563125,2.0,0.5625,16,Active
CONT112775,27115.71,23614.963125,21219.16,556.01,34.750625,16.0,1.0,16,Active
CONT112776,7924.97,5831.764999999999,0.0,137.7,71.405,46.0,19.25,4,Closed
CONT112777,44578.38,40807.419375,36278.73,0.0,0.0,0.0,0.0,16,Active
CONT112778,29230.46,25075.516875,20618.55,92.54,5.78375,2.0,0.125,16,Active
CONT112779,130022.84,124710.46375,120009.94,1623.02,125.91875,34.0,3.0,16,Active
CONT112780,36967.41,34404.472,31793.55,0.0,0.0,0.0,0.0,10,Active
CONT112781,1172.33,586.165,0.0,0.0,0.0,0.0,0.0,2,Closed
CONT112782,37296.6,33950.59625,29851.07,752.92,396.369375,15.0,2.3125,16,Active
CONT112783,33272.99,28563.771875,23519.32,0.0,0.0,0.0,0.0,16,Active
CONT112784,50112.94,46311.220625,44011.11,1770.86,185.4225,39.0,3.5,16,Active
CONT112785,84527.27,80868.633125,76958.69,0.0,0.0,0.0,0.0,16,Active
CONT112786,3517.0,2705.47,0.0,0.0,0.0,0.0,0.0,6,Closed
CONT112787,110307.78,105846.371875,99433.79,0.0,0.0,0.0,0.0,16,Active
CONT112788,6682.3,5050.36375,0.0,354.96,44.37,7.0,0.875,8,Closed
CONT112789,48564.95,42598.05125,35445.91,1206.92,75.4325,5.0,0.3125,16,Active
CONT112790,41927.43,37957.004375,33631.84,813.34,50.83375,1.0,0.0625,16,Active
CONT112791,34800.09,31682.726875,29295.55,0.0,0.0,0.0,0.0,16,Active
CONT112792,609.61,349.16333333333336,0.0,74.77,13.806666666666665,3.0,0.8333333333333334,6,Closed
CONT112793,71455.59,65519.744375,58710.9,1203.28,283.27625,2.0,0.5,16,Active
CONT112794,11.96,8.836666666666668,0.0,1.03,0.5083333333333333,2.0,0.8333333333333334,6,Closed
CONT112795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Closed
CONT112796,2450.18,1315.9483333333333,0.0,0.0,0.0,0.0,0.0,6,Closed
CONT112797,1225.09,749.3166666666666,0.0,0.0,0.0,0.0,0.0,3,Closed
CONT112798,285466.94,273759.662,269247.32,38543.28,10785.444666666668,243.0,72.4,15,NonAccrual
CONT112799,78288.49,71924.66733333333,65314.63,0.0,0.0,0.0,0.0,15,Active
CONT112800,59393.04,55653.94533333334,52916.81,0.0,0.0,0.0,0.0,15,Active
CONT112801,113175.78,108218.178,102978.31,0.0,0.0,0.0,0.0,15,Active
CONT112802,52813.6,47994.454,44875.03,2262.98,224.422,32.0,2.2666666666666666,15,Active
CONT112803,62829.0,56448.06066666667,0.0,0.0,0.0,0.0,0.0,15,Closed
CONT112804,41885.84,39088.996,36117.21,0.0,0.0,0.0,0.0,15,Active
CONT112805,31571.16,24851.166,0.0,0.0,0.0,0.0,0.0,5,Closed
CONT112806,58900.68,52963.18466666667,47179.81,0.0,0.0,0.0,0.0,15,Active
CONT112807,31675.78,21122.954,13636.91,0.0,0.0,0.0,0.0,15,Active
CONT112808,284830.34,268377.7233333333,256243.89,0.0,0.0,0.0,0.0,15,Active
CONT112809,3282.53,2549.554285714286,0.0,0.0,0.0,0.0,0.0,7,Closed
CONT112810,2813.6,2110.2,0.0,351.89,175.95,80.0,36.75,4,Closed
