Application_ID,CRB Score,CRB Grade
C302100288,622,C
C302108345,602,D
C302103423,675,B
C302104958,669,B
C302104816,625,C
C302105801,595,D
C302109250,626,C
C302100555,684,A
C302107419,694,A
C302104961,250,E
C302101826,650,B
C302108554,666,B
C302101228,649,B
C302100078,630,C
C302101476,664,B
C302101476,645,C
C302101149,650,B
C302102369,999,X
C302102369,656,B
C302102166,605,D
C302105433,690,A
C302106302,608,D
C302102586,670,B
C302107276,657,B
C302103347,999,X
C302109103,679,B
C302104254,250,E
C302105603,587,D
C302100004,250,E
C302102742,618,C
C302108280,636,C
C302108630,649,B
C302108188,683,A
C302108188,683,A
C302106783,641,C
C302104643,614,C
C302104643,600,D
C302101377,670,B
C302105082,617,C
C302103306,697,A
C302106668,634,C
C302101648,619,C
C302103076,650,B
C302108684,663,B
C302103793,649,B
C302100725,620,C
C302101105,684,A
C302101105,655,B
C302101105,605,D
C302103313,588,D
C302101831,649,B
C302107994,687,A
C302105510,671,B
C302102190,699,A
C302100038,686,A
C302103363,650,B
C302100057,250,E
C302106289,683,A
C302102080,595,D
C302107882,582,D
C302104376,619,C
C302100190,591,D
C302100190,628,C
C302100190,656,B
C302100190,654,B
C302100170,698,A
C302100170,669,B
C302107897,628,C
C302102500,703,A
C302103189,717,A
C302100755,250,E
C302104671,658,B
C302104590,680,B
C302106695,683,A
C302105024,603,D
C302104750,250,E
C302103275,699,A
C302103275,637,C
C302103275,654,B
C302108142,603,D
C302103745,703,A
C302106400,607,D
C302106400,601,D
C302106087,679,B
C302106099,604,D
C302102081,645,C
C302101551,704,A
C302100394,250,E
C302105164,659,B
C302101766,644,C
C302104368,680,B
C302105902,614,C
C302103951,680,B
C302103951,680,B
C302105797,622,C
C302104608,542,E
C302100965,641,C
C302104513,630,C
C302108125,601,D
C302105147,636,C
C302108404,590,D
C302108404,585,D
C302103473,999,X
C302103473,644,C
C302103673,648,B
C302101650,580,D
C302100807,585,D
C302102125,628,C
C302102125,669,B
C302100520,608,D
C302102693,669,B
C302108059,630,C
C302106956,634,C
C302107232,603,D
C302106972,721,A
C302102562,658,B
C302102963,610,D
C302106157,627,C
C302105769,637,C
C302106321,686,A
C302105539,624,C
C302109461,675,B
C302108441,650,B
C302106155,599,D
C302106155,643,C
C302102010,589,D
C302102609,650,B
C302107418,681,B
C302109448,622,C
C302101070,657,B
C302104318,693,A
C302104318,682,B
C302102547,250,E
C302106490,656,B
C302103967,250,E
C302104717,635,C
C302103538,635,C
C302103924,683,A
C302103320,692,A
C302103887,632,C
C302103660,610,D
C302100294,250,E
C302102462,673,B
C302102462,659,B
C302100455,628,C
C302103707,667,B
C302102358,667,B
C302106926,577,D
C302103186,658,B
C302103186,649,B
C302103813,250,E
C302104053,636,C
C302104144,660,B
C302101340,672,B
C302101340,672,B
C302101340,673,B
C302106079,677,B
C302105980,550,E
C302106590,618,C
C302102278,708,A
C302107222,684,A
C302108771,640,C
C302100999,674,B
C302105731,595,D
C302105880,646,C
C302105880,646,C
C302100542,646,C
C302106865,631,C
C302101804,656,B
C302109267,999,X
C302104900,672,B
C302103427,999,X
C302106194,597,D
C302106194,608,D
C302102228,587,D
C302103725,531,E
C302104216,596,D
C302107873,571,D
C302106523,647,B
C302108624,660,B
C302107170,675,B
C302103381,684,A
C302102720,709,A
C302101584,250,E
C302101584,579,D
C302107902,611,C
C302107840,590,D
C302103048,624,C
C302100155,671,B
C302104554,659,B
C302103914,607,D
C302103540,572,D
C302106077,250,E
C302100388,582,D
C302101914,705,A
C302100679,250,E
C302107987,647,B
C302107831,570,D
C302107831,586,D
C302105377,999,X
C302103958,610,D
C302104745,645,C
C302104745,633,C
C302103485,629,C
C302104623,557,E
C302106136,715,A
C302100560,612,C
C302103545,649,B
C302104438,605,D
C302106999,698,A
C302106020,591,D
C302105613,673,B
C302103507,677,B
C302108683,684,A
C302105159,690,A
C302105159,681,B
C302105159,679,B
C302101906,656,B
C302104497,630,C
C302101732,672,B
C302106147,655,B
C302106147,647,B
C302102102,647,B
C302102234,693,A
C302105659,250,E
C302101647,250,E
C302106158,650,B
C302108373,250,E
C302106178,682,B
C302104419,624,C
C302103330,699,A
C302103330,680,B
C302103330,644,C
C302101470,631,C
C302103713,657,B
C302102070,700,A
C302103838,601,D
C302104907,627,C
C302102751,588,D
C302102751,626,C
C302102868,604,D
C302102868,583,D
C302104467,617,C
C302105343,688,A
C302103976,663,B
C302107146,693,A
C302104276,655,B
C302105777,660,B
C302109215,594,D
C302105248,250,E
C302106126,643,C
C302106126,643,C
C302103991,250,E
C302103991,587,D
C302105495,686,A
C302105162,671,B
C302101157,654,B
C302108067,250,E
C302102475,999,X
C302102475,606,D
C302103511,654,B
C302104145,618,C
C302106900,693,A
C302107467,603,D
C302105668,605,D
C302103818,543,E
C302108564,662,B
C302108564,653,B
C302109086,250,E
C302102221,710,A
C302103139,656,B
C302106409,648,B
C302106409,658,B
C302106409,626,C
C302100379,651,B
C302104752,659,B
C302108162,622,C
C302103966,674,B
C302105200,648,B
C302101539,637,C
C302101539,657,B
C302104369,616,C
C302106459,250,E
C302103952,669,B
C302103952,669,B
C302106658,627,C
C302106921,649,B
C302102216,565,D
C302105840,680,B
C302104350,544,E
C302102323,606,D
C302103307,614,C
C302107079,569,D
C302103632,635,C
C302108432,580,D
C302103304,621,C
C302103304,615,C
C302106180,637,C
C302100015,639,C
C302109472,609,D
C302108223,671,B
C302105378,654,B
C302109080,600,D
C302106948,673,B
C302106948,627,C
C302106756,649,B
C302107021,631,C
C302107021,682,B
C302101890,621,C
C302102073,637,C
C302102912,610,D
C302101199,589,D
C302101042,598,D
C302101042,576,D
C302106309,656,B
C302105364,593,D
C302100795,999,X
C302100795,639,C
C302100693,999,X
C302100693,647,B
C302100693,636,C
C302105279,570,D
C302104866,589,D
C302104830,635,C
C302102611,611,C
C302101465,625,C
C302101465,603,D
C302103688,711,A
C302104007,658,B
C302101194,664,B
C302106032,657,B
C302106032,642,C
C302101884,999,X
C302101884,999,X
C302101884,652,B
C302105289,623,C
C302104029,614,C
C302101298,619,C
C302102802,635,C
C302105877,999,X
C302105877,600,D
C302103747,590,D
C302106896,655,B
C302101381,669,B
C302101381,584,D
C302102055,593,D
C302105711,617,C
C302100812,626,C
C302106470,586,D
C302106470,586,D
C302105040,628,C
C302100866,624,C
C302106024,629,C
C302106232,558,E
C302107110,250,E
C302100559,999,X
C302100559,636,C
C302105226,638,C
C302101277,564,D
C302102371,638,C
C302109465,642,C
C302103192,653,B
C302101979,620,C
C302101979,599,D
C302108111,250,E
C302109015,552,E
C302105476,614,C
C302100871,619,C
C302105636,640,C
C302106973,645,C
C302102732,588,D
C302100918,679,B
C302101761,250,E
C302106824,663,B
C302104962,638,C
C302101531,547,E
C302104432,664,B
C302100450,641,C
C302101039,999,X
C302101039,634,C
C302100569,609,D
C302100569,250,E
C302104517,567,D
C302104396,632,C
C302108919,653,B
C302102691,672,B
C302101472,640,C
C302101472,627,C
C302109245,627,C
C302102990,607,D
C302104155,576,D
C302109139,645,C
C302101022,597,D
C302101022,610,D
C302102933,530,E
C302101090,250,E
C302101090,589,D
C302100956,631,C
C302109426,643,C
C302106544,654,B
C302106139,650,B
C302100479,250,E
C302100479,636,C
C302106734,618,C
C302104238,552,E
C302108073,577,D
C302105083,640,C
C302102694,553,E
C302104220,647,B
C302105596,670,B
C302106172,590,D
C302106172,558,E
C302103580,595,D
C302105459,651,B
C302109140,711,A
C302101283,640,C
C302104729,605,D
C302106335,999,X
C302106335,611,C
C302100311,645,C
C302100371,635,C
C302104289,589,D
C302104289,581,D
C302109262,618,C
C302101970,577,D
C302101970,581,D
C302108871,614,C
C302103271,661,B
C302103469,700,A
C302108275,647,B
C302101541,598,D
C302104115,560,E
C302101281,666,B
C302101281,639,C
C302104211,250,E
C302106404,250,E
C302108574,595,D
C302104922,626,C
C302106935,586,D
C302104345,544,E
C302102833,612,C
C302102223,647,B
C302108796,616,C
C302108530,598,D
C302107039,549,E
C302105959,608,D
C302108229,639,C
C302103978,636,C
C302103216,581,D
C302101352,647,B
C302101352,657,B
C302105470,666,B
C302105470,664,B
C302101608,634,C
C302101608,608,D
C302104787,627,C
C302100039,624,C
C302104951,999,X
C302104951,611,C
C302102528,612,C
C302102528,622,C
C302103830,603,D
C302105675,629,C
C302100005,587,D
C302105542,250,E
C302105542,250,E
C302101729,672,B
C302101993,635,C
C302100536,600,D
C302107744,674,B
C302100875,691,A
C302105860,669,B
C302106514,643,C
C302107261,592,D
C302106682,672,B
C302100097,645,C
C302100097,628,C
C302102492,574,D
C302108217,613,C
C302101925,569,D
C302105323,558,E
C302108648,515,E
C302106511,624,C
C302106493,658,B
C302100921,633,C
C302106575,612,C
C302104528,250,E
C302103146,662,B
C302105222,614,C
C302101740,657,B
C302105318,584,D
C302100974,575,D
C302109373,591,D
C302109373,522,E
C302106608,529,E
C302104344,569,D
C302106215,571,D
C302109400,999,X
C302109400,613,C
C302103061,629,C
C302100457,633,C
C302101329,637,C
C302101329,627,C
C302101329,630,C
C302103550,688,A
C302106085,597,D
C302103070,653,B
C302106638,594,D
C302109046,658,B
C302105277,650,B
C302100523,699,A
C302101548,614,C
C302108084,603,D
C302108084,630,C
C302100951,999,X
C302100951,651,B
C302102193,676,B
C302108192,648,B
C302108192,598,D
C302102843,631,C
C302101687,999,X
C302101687,597,D
C302105851,632,C
C302107038,694,A
C302101467,999,X
C302101467,622,C
C302104691,572,D
C302107819,706,A
C302106148,639,C
C302106148,629,C
C302107965,999,X
C302107965,642,C
C302101714,638,C
C302101714,566,D
C302101800,999,X
C302101800,611,C
C302101987,659,B
C302106143,654,B
C302104193,606,D
C302105536,556,E
C302107805,250,E
C302108391,628,C
C302106065,673,B
C302106527,637,C
C302102902,588,D
C302100073,677,B
C302108330,560,E
C302102612,653,B
C302108790,250,E
C302102745,650,B
C302102745,648,B
C302102745,619,C
C302103794,612,C
C302101965,621,C
C302101965,616,C
C302106043,999,X
C302100981,697,A
C302102583,647,B
C302107866,602,D
C302106674,534,E
C302101735,643,C
C302103944,598,D
C302107809,531,E
C302101686,645,C
C302106161,568,D
C302106161,534,E
C302104390,612,C
C302107768,531,E
C302100642,630,C
C302102287,613,C
C302106899,675,B
C302100089,631,C
C302108808,653,B
C302104831,250,E
C302102707,649,B
C302105772,652,B
C302102733,999,X
C302102733,644,C
C302102733,645,C
C302102120,627,C
C302108721,630,C
C302104641,639,C
C302100478,999,X
C302100478,653,B
C302104153,599,D
C302101182,629,C
C302101236,638,C
C302107961,250,E
C302102205,599,D
C302104245,250,E
C302108681,549,E
C302108984,250,E
C302108984,250,E
C302103895,675,B
C302107421,576,D
C302105170,608,D
C302109044,999,X
C302109044,999,X
C302107779,634,C
C302107779,632,C
C302102180,629,C
C302102695,999,X
C302108206,538,E
C302104324,614,C
C302100920,675,B
C302105060,589,D
C302101048,688,A
C302108046,563,D
C302101762,625,C
C302102161,605,D
C302104349,651,B
C302104349,632,C
C302104092,640,C
C302101670,660,B
C302101670,673,B
C302105600,663,B
C302105922,640,C
C302103843,643,C
C302101223,614,C
C302101223,628,C
C302101223,625,C
C302104215,606,D
C302106776,519,E
C302105388,579,D
C302101571,656,B
C302101571,647,B
C302104160,617,C
C302106839,550,E
C302103454,657,B
C302103454,632,C
C302103992,607,D
C302106782,588,D
C302104119,680,B
C302107237,582,D
C302102488,672,B
C302107093,649,B
C302101321,636,C
C302104016,657,B
C302100001,999,X
C302100001,670,B
C302107096,639,C
C302104455,704,A
C302101960,682,B
C302100601,607,D
C302102526,658,B
C302104464,622,C
C302106163,631,C
C302106163,624,C
C302102706,654,B
C302103523,641,C
C302100857,630,C
C302100857,624,C
C302103972,603,D
C302106027,567,D
C302106027,572,D
C302106664,633,C
C302106664,620,C
C302101125,679,B
C302101125,250,E
C302101125,250,E
C302100341,644,C
C302100915,669,B
C302106979,528,E
C302103360,608,D
C302106850,680,B
C302108765,576,D
C302102769,572,D
C302106370,681,B
C302100982,999,X
C302100982,614,C
C302106483,643,C
C302103847,595,D
C302106612,646,C
C302106612,653,B
C302100101,662,B
C302105738,614,C
C302105054,640,C
C302109467,625,C
C302107893,665,B
C302103175,686,A
C302107376,583,D
C302108537,641,C
C302103015,595,D
C302103015,531,E
C302101033,608,D
C302104835,599,D
C302105715,561,D
C302104050,693,A
C302100090,630,C
C302100772,664,B
C302101284,652,B
C302108025,531,E
C302101167,647,B
C302102688,617,C
C302101488,637,C
C302105604,578,D
C302103828,667,B
C302107638,663,B
C302107638,645,C
C302108845,636,C
C302108160,618,C
C302106468,684,A
C302106468,659,B
C302105995,626,C
C302103141,677,B
C302104393,595,D
C302107349,672,B
C302105989,668,B
C302105212,659,B
C302105212,655,B
C302103484,605,D
C302103884,635,C
C302106799,673,B
C302101239,614,C
C302101029,649,B
C302102797,250,E
C302101998,659,B
C302104379,588,D
C302106977,600,D
C302104558,628,C
C302104558,616,C
C302103512,575,D
C302108428,614,C
C302101062,645,C
C302103790,671,B
C302100872,560,E
C302105195,654,B
C302102424,999,X
C302102424,603,D
C302107007,635,C
C302104656,598,D
C302101001,653,B
C302105708,568,D
C302103400,604,D
C302102592,611,C
C302100320,688,A
C302100320,647,B
C302100320,676,B
C302109221,577,D
C302107985,565,D
C302106645,641,C
C302108680,635,C
C302102954,604,D
C302103659,645,C
C302103659,637,C
C302101301,646,C
C302107117,250,E
C302103321,589,D
C302108211,581,D
C302107156,614,C
C302104397,665,B
C302100924,627,C
C302100924,626,C
C302106705,531,E
C302105104,551,E
C302100945,999,X
C302100945,586,D
C302101550,646,C
C302101550,633,C
C302107825,643,C
C302108137,250,E
C302101005,624,C
C302102708,999,X
C302102708,999,X
C302102708,653,B
C302108069,583,D
C302108069,538,E
C302103744,999,X
C302103744,610,D
C302104485,632,C
C302105597,566,D
C302103498,598,D
C302103114,637,C
C302108232,618,C
C302109350,668,B
C302103099,649,B
C302104475,588,D
C302107996,250,E
C302102267,674,B
C302106874,542,E
C302104365,591,D
C302101902,626,C
C302106380,597,D
C302105888,250,E
C302107005,591,D
C302103767,612,C
C302105755,601,D
C302105755,601,D
C302106249,606,D
C302106151,626,C
C302109489,560,E
C302104040,674,B
C302104040,672,B
C302101869,621,C
C302103451,567,D
C302100762,583,D
C302103376,626,C
C302101866,668,B
C302102327,624,C
C302100067,677,B
C302100067,669,B
C302100067,677,B
C302105167,686,A
C302101132,688,A
C302101132,682,B
C302100773,583,D
C302107367,691,A
C302102529,639,C
C302105747,613,C
C302105281,621,C
C302101208,618,C
C302103652,646,C
C302101138,702,A
C302103613,621,C
C302104940,626,C
C302107435,580,D
C302107072,643,C
C302105909,630,C
C302103185,543,E
C302106808,624,C
C302104108,620,C
C302105100,609,D
C302103366,250,E
C302103642,999,X
C302103642,613,C
C302104322,614,C
C302104732,539,E
C302104174,609,D
C302100066,999,X
C302100066,662,B
C302103105,616,C
C302107031,548,E
C302102470,618,C
C302102470,624,C
C302102578,632,C
C302105798,653,B
C302105798,642,C
C302103341,641,C
C302101928,663,B
C302105493,999,X
C302108246,592,D
C302108784,651,B
C302101867,663,B
C302102746,603,D
C302101601,599,D
C302101601,650,B
C302100800,680,B
C302102114,656,B
C302103971,250,E
C302105372,655,B
C302106495,681,B
C302104473,651,B
C302104473,659,B
C302105250,609,D
C302101661,635,C
C302101693,617,C
C302101693,585,D
C302109149,572,D
C302102397,999,X
C302102397,657,B
C302103567,999,X
C302103567,611,C
C302103742,672,B
C302102338,999,X
C302102338,652,B
C302107444,645,C
C302100334,603,D
C302105986,642,C
C302103836,650,B
C302102666,553,E
C302108433,596,D
C302106995,556,E
C302105756,687,A
C302109180,714,A
C302103533,589,D
C302106812,683,A
C302104088,669,B
C302101637,529,E
C302101315,635,C
C302100293,999,X
C302100293,589,D
C302103570,592,D
C302106378,671,B
C302103122,636,C
C302103092,615,C
C302103901,657,B
C302105717,639,C
C302104928,668,B
C302104673,631,C
C302105639,621,C
C302104265,684,A
C302102245,625,C
C302106662,667,B
C302101680,622,C
C302107055,666,B
C302105265,606,D
C302103858,636,C
C302106721,680,B
C302101974,999,X
C302101974,595,D
C302103069,647,B
C302100079,681,B
C302105824,662,B
C302100093,622,C
C302101591,619,C
C302101162,999,X
C302101162,614,C
C302103509,664,B
C302108130,580,D
C302106777,684,A
C302106485,624,C
C302104477,630,C
C302103783,658,B
C302103655,666,B
C302107861,572,D
C302107861,560,E
C302108698,646,C
C302105525,999,X
C302105525,511,E
C302102952,624,C
C302106636,665,B
C302104076,668,B
C302106466,589,D
C302100840,614,C
C302104781,666,B
C302106786,600,D
C302107745,697,A
C302106149,593,D
C302101952,656,B
C302101338,683,A
C302101338,678,B
C302108883,658,B
C302103859,619,C
C302104755,526,E
C302102210,999,X
C302102210,568,D
C302108654,581,D
C302102876,698,A
C302109369,650,B
C302104207,656,B
C302100808,621,C
C302102619,613,C
C302108322,250,E
C302100955,999,X
C302100955,603,D
C302100955,613,C
C302100955,583,D
C302103488,572,D
C302102176,999,X
C302102176,628,C
C302105647,662,B
C302102332,598,D
C302107892,550,E
C302104664,627,C
C302100643,999,X
C302100643,660,B
C302100643,648,B
C302104883,647,B
C302104492,633,C
C302106012,655,B
C302105423,250,E
C302100513,647,B
C302105687,650,B
C302108197,562,D
C302101889,612,C
C302102224,999,X
C302102224,575,D
C302109162,641,C
C302105825,649,B
C302101268,638,C
C302101438,709,A
C302101706,668,B
C302103824,588,D
C302103824,516,E
C302109353,602,D
C302109272,567,D
C302100510,576,D
C302106375,627,C
C302106943,660,B
C302100310,999,X
C302100310,674,B
C302102043,557,E
C302107168,608,D
C302105153,602,D
C302105217,625,C
C302107210,557,E
C302105172,565,D
C302103430,639,C
C302103430,642,C
C302103296,607,D
C302106478,616,C
C302106478,612,C
C302105532,570,D
C302106767,250,E
C302103699,641,C
C302102178,250,E
C302102635,624,C
C302103403,645,C
C302107968,620,C
C302107307,663,B
C302104484,250,E
C302104032,711,A
C302104384,636,C
C302102851,596,D
C302104667,607,D
C302104167,575,D
C302105723,590,D
C302105218,655,B
C302101103,999,X
C302101751,621,C
C302108349,615,C
C302101158,999,X
C302101158,617,C
C302100617,660,B
C302101491,610,D
C302108077,658,B
C302107787,617,C
C302103682,625,C
C302101963,631,C
C302102477,656,B
C302102551,627,C
C302109339,624,C
C302107804,250,E
C302101426,568,D
C302106434,661,B
C302100742,648,B
C302100742,587,D
C302101671,584,D
C302108240,568,D
C302104194,665,B
C302103636,662,B
C302107431,576,D
C302101574,999,X
C302101574,625,C
C302105254,605,D
C302105655,620,C
C302102139,647,B
C302105278,705,A
C302102279,619,C
C302108066,640,C
C302102024,586,D
C302102493,999,X
C302102493,611,C
C302104895,609,D
C302107116,250,E
C302100487,615,C
C302108277,250,E
C302109402,595,D
C302109258,626,C
C302104770,583,D
C302106231,610,D
C302102149,664,B
C302106207,654,B
C302106207,644,C
C302106661,596,D
C302106661,565,D
C302103339,690,A
C302109072,678,B
C302109147,633,C
C302107991,591,D
C302103244,590,D
C302106634,250,E
C302106021,527,E
C302101150,649,B
C302101532,681,B
C302101025,656,B
C302101025,649,B
C302108638,654,B
C302102184,644,C
C302108535,644,C
C302100994,622,C
C302100994,615,C
C302100994,664,B
C302100901,621,C
C302108577,687,A
C302108454,644,C
C302103808,668,B
C302104650,594,D
C302103157,675,B
C302107258,250,E
C302103690,648,B
C302104319,688,A
C302104319,678,B
C302100743,654,B
C302103800,611,C
C302103638,566,D
C302103865,638,C
C302103865,636,C
C302105587,667,B
C302102145,603,D
C302103031,672,B
C302102948,701,A
C302100792,605,D
C302102911,999,X
C302102911,595,D
C302102261,999,X
C302102261,649,B
C302105141,552,E
C302100779,999,X
C302100779,645,C
C302100779,652,B
C302100779,657,B
C302108351,586,D
C302107174,597,D
C302102682,621,C
C302101166,657,B
C302109370,587,D
C302105973,630,C
C302104932,670,B
C302104932,664,B
C302100856,589,D
C302106423,626,C
C302106423,660,B
C302106482,653,B
C302101579,620,C
C302103297,631,C
C302103297,618,C
C302103297,624,C
C302108408,635,C
C302105474,518,E
C302101063,646,C
C302101063,636,C
C302105838,658,B
C302105838,647,B
C302106841,676,B
C302101534,663,B
C302101534,632,C
C302102182,250,E
C302100058,639,C
C302100058,643,C
C302104106,661,B
C302103044,656,B
C302107899,625,C
C302103719,591,D
C302106592,621,C
C302104801,629,C
C302106307,648,B
C302108108,250,E
C302106688,603,D
C302106688,596,D
C302105085,605,D
C302102981,999,X
C302100207,638,C
C302100207,617,C
C302101726,664,B
C302101726,663,B
C302105374,250,E
C302108309,670,B
C302101972,631,C
C302101760,666,B
C302101219,625,C
C302101219,646,C
C302101594,642,C
C302105046,655,B
C302105896,999,X
C302105896,502,E
C302107094,624,C
C302102017,675,B
C302105411,636,C
C302108437,597,D
C302107773,614,C
C302107913,250,E
C302102957,611,C
C302107071,600,D
C302107071,250,E
C302105623,250,E
C302104549,594,D
C302104549,589,D
C302108270,683,A
C302100297,615,C
C302100996,602,D
C302101390,597,D
C302103771,661,B
C302105241,653,B
C302108236,509,E
C302108645,497,E
C302105719,619,C
C302106929,250,E
C302102859,616,C
C302107986,609,D
C302108220,666,B
C302101420,644,C
C302104950,660,B
C302102415,643,C
C302107324,640,C
C302108029,613,C
C302107450,680,B
C302103193,669,B
C302102550,630,C
C302102550,623,C
C302102872,658,B
C302105245,663,B
C302105245,652,B
C302102352,628,C
C302103014,250,E
C302108342,535,E
C302104476,673,B
C302102222,667,B
C302102222,638,C
C302102222,636,C
C302104304,611,C
C302103628,669,B
C302105407,586,D
C302106737,555,E
C302106737,534,E
C302102787,556,E
C302106323,589,D
C302107267,637,C
C302107267,648,B
C302107292,609,D
C302101334,576,D
C302101707,581,D
C302101825,594,D
C302102956,613,C
C302102956,646,C
C302105679,698,A
C302107274,672,B
C302103447,671,B
C302103447,627,C
C302106831,580,D
C302102723,640,C
C302104100,627,C
C302103695,589,D
C302104684,639,C
C302108300,650,B
C302103461,621,C
C302103851,623,C
C302101632,649,B
C302106152,658,B
C302100007,645,C
C302104530,640,C
C302100905,629,C
C302100905,638,C
C302102800,621,C
C302104471,552,E
C302104863,585,D
C302104049,654,B
C302101092,669,B
C302102040,999,X
C302102040,569,D
C302107203,545,E
C302108623,643,C
C302100158,623,C
C302101404,596,D
C302101986,609,D
C302106660,999,X
C302107904,661,B
C302101923,675,B
C302109137,645,C
C302105943,567,D
C302102623,621,C
C302108810,250,E
C302100854,604,D
C302100854,677,B
C302102567,650,B
C302108227,632,C
C302103685,628,C
C302100539,999,X
C302100539,638,C
C302101911,632,C
C302108606,687,A
C302102744,667,B
C302108677,639,C
C302105744,250,E
C302107017,578,D
C302108861,628,C
C302105469,594,D
C302108704,660,B
C302101567,646,C
C302104591,599,D
C302103885,642,C
C302108455,622,C
C302102820,640,C
C302102122,583,D
C302102668,649,B
C302103006,999,X
C302103006,629,C
C302101955,597,D
C302100102,550,E
C302103482,679,B
C302108597,630,C
C302106120,593,D
C302106120,615,C
C302106802,657,B
C302109449,642,C
C302102634,250,E
C302101036,645,C
C302101036,643,C
C302100218,649,B
C302104348,623,C
C302106651,608,D
C302106651,601,D
C302101790,589,D
C302109190,608,D
C302109095,609,D
C302100052,999,X
C302100052,632,C
C302107786,583,D
C302103990,603,D
C302104020,250,E
C302100835,611,C
C302100165,655,B
C302107042,673,B
C302107466,623,C
C302106558,648,B
C302106558,639,C
C302102442,574,D
C302106993,637,C
C302109031,699,A
C302106480,650,B
C302106480,623,C
C302106480,623,C
C302108470,636,C
C302108737,624,C
C302100806,614,C
C302108409,577,D
C302102921,607,D
C302104279,641,C
C302102250,663,B
C302106329,687,A
C302103057,653,B
C302101927,598,D
C302102103,609,D
C302107454,634,C
C302106463,629,C
C302100140,624,C
C302100140,620,C
C302108052,620,C
C302106220,676,B
C302102572,668,B
C302102572,599,D
C302104790,634,C
C302100845,607,D
C302106216,510,E
C302106620,605,D
C302104614,610,D
C302102564,630,C
C302100934,581,D
C302100934,610,D
C302105682,250,E
C302101260,660,B
C302107790,644,C
C302107790,627,C
C302109028,508,E
C302100040,999,X
C302100040,606,D
C302106028,250,E
C302102085,658,B
C302108777,671,B
C302104619,663,B
C302102336,611,C
C302104714,585,D
C302103167,657,B
C302103167,648,B
C302105263,621,C
C302105390,629,C
C302106983,646,C
C302106704,584,D
C302106704,605,D
C302106704,624,C
C302105586,584,D
C302103595,681,B
C302109070,613,C
C302109070,606,D
C302102116,628,C
C302108283,624,C
C302103810,999,X
C302103810,647,B
C302105793,582,D
C302101616,590,D
C302108667,667,B
C302102243,642,C
C302107313,614,C
C302101317,621,C
C302108079,250,E
C302106858,657,B
C302105205,657,B
C302101213,999,X
C302101213,999,X
C302101213,250,E
C302106050,621,C
C302106339,673,B
C302101478,658,B
C302104298,541,E
C302104298,505,E
C302108775,642,C
C302104507,250,E
C302108231,652,B
C302104626,622,C
C302104626,617,C
C302100998,999,X
C302100998,625,C
C302105070,250,E
C302106684,610,D
C302106684,608,D
C302103475,596,D
C302104408,515,E
C302107371,609,D
C302104916,640,C
C302100072,670,B
C302100072,613,C
C302100072,582,D
C302106792,662,B
C302106052,646,C
C302101178,588,D
C302101178,625,C
C302101834,999,X
C302101834,630,C
C302102941,999,X
C302102941,999,X
C302102941,621,C
C302108019,589,D
C302106788,615,C
C302108902,609,D
C302104424,623,C
C302106931,646,C
C302106931,619,C
C302100783,625,C
C302107950,649,B
C302104041,250,E
C302103478,660,B
C302102082,570,D
C302104479,666,B
C302104764,532,E
C302102603,604,D
C302102603,631,C
C302105842,640,C
C302108244,665,B
C302101339,555,E
C302101339,545,E
C302105770,613,C
C302105770,600,D
C302107111,250,E
C302101184,999,X
C302101184,640,C
C302100776,627,C
C302102968,664,B
C302106632,634,C
C302103756,651,B
C302102340,657,B
C302105339,673,B
C302103357,681,B
C302109174,250,E
C302100043,718,A
C302105673,721,A
C302107420,654,B
C302105358,572,D
C302102676,999,X
C302102676,588,D
C302100914,604,D
C302106517,649,B
C302106615,557,E
C302101318,637,C
C302101318,631,C
C302101318,597,D
C302101357,640,C
C302101357,630,C
C302106593,672,B
C302101111,617,C
C302100061,627,C
C302100061,619,C
C302107938,610,D
C302100960,623,C
C302100256,674,B
C302102663,661,B
C302100780,619,C
C302100780,641,C
C302106716,649,B
C302101720,999,X
C302101720,632,C
C302101555,606,D
C302105193,639,C
C302106059,650,B
C302103598,635,C
C302103598,629,C
C302106522,550,E
C302106522,250,E
C302102556,999,X
C302102556,649,B
C302102599,692,A
C302104202,625,C
C302103068,250,E
C302109010,675,B
C302102367,667,B
C302106389,641,C
C302106389,630,C
C302102021,632,C
C302102021,642,C
C302107208,643,C
C302104709,621,C
C302107246,612,C
C302107246,638,C
C302108445,556,E
C302105590,250,E
C302106008,629,C
C302102361,635,C
C302104509,566,D
C302102033,597,D
C302104470,614,C
C302104611,250,E
C302106492,714,A
C302109263,621,C
C302102616,574,D
C302108371,575,D
C302109006,611,C
C302109001,583,D
C302104407,620,C
C302107827,564,D
C302108290,661,B
C302100952,618,C
C302107107,662,B
C302106785,613,C
C302108905,604,D
C302101434,999,X
C302101434,664,B
C302107048,637,C
C302105314,594,D
C302103098,645,C
C302108907,649,B
C302104914,648,B
C302100619,624,C
C302100980,667,B
C302100980,604,D
C302108936,573,D
C302105867,636,C
C302107202,614,C
C302107202,580,D
C302101343,633,C
C302102315,622,C
C302101824,642,C
C302105768,656,B
C302105768,629,C
C302103096,624,C
C302105617,611,C
C302104296,624,C
C302100910,999,X
C302100910,614,C
C302101819,611,C
C302101819,567,D
C302100747,611,C
C302106546,666,B
C302108314,624,C
C302107264,619,C
C302102516,650,B
C302104227,630,C
C302103200,999,X
C302103200,651,B
C302108723,546,E
C302103646,683,A
C302103059,626,C
C302107201,691,A
C302105491,677,B
C302106659,613,C
