Application_ID,CRB Score,CRB Grade
C302101002,999,X
C302101002,633,C
C302107889,610,D
C302103161,610,D
C302101932,669,B
C302104964,623,C
C302100883,668,B
C302108767,647,B
C302105208,593,D
C302105262,999,X
C302105262,614,C
C302104690,668,B
C302104229,653,B
C302101674,621,C
C302104299,592,D
C302105940,606,D
C302107433,661,B
C302107217,648,B
C302104856,587,D
C302105939,629,C
C302100819,596,D
C302101893,672,B
C302109111,641,C
C302109357,594,D
C302107209,603,D
C302101851,600,D
C302101851,631,C
C302109462,709,A
C302102457,700,A
C302102484,615,C
C302105329,633,C
C302105638,649,B
C302103709,667,B
C302102468,606,D
C302102060,604,D
C302108904,598,D
C302105274,710,A
C302101739,999,X
C302101739,596,D
C302109116,584,D
C302100250,676,B
C302107113,593,D
C302104652,602,D
C302106428,999,X
C302104178,637,C
C302105634,672,B
C302105809,605,D
C302106647,640,C
C302101238,636,C
C302101238,609,D
C302104482,679,B
C302104482,672,B
C302103880,618,C
C302107441,687,A
C302108396,642,C
C302101718,625,C
C302101718,626,C
C302102443,999,X
C302102443,999,X
C302102443,642,C
C302102821,250,E
C302108442,250,E
C302100850,662,B
C302100616,999,X
C302100616,620,C
C302100616,607,D
C302100616,599,D
C302100616,602,D
C302105732,622,C
C302100799,631,C
C302106619,624,C
C302105870,624,C
C302104915,719,A
C302107254,690,A
C302101951,618,C
C302102239,999,X
C302102239,999,X
C302102239,999,X
C302102239,610,D
C302102239,250,E
C302100159,649,B
C302107862,649,B
C302106294,583,D
C302102824,999,X
C302102824,625,C
C302103017,532,E
C302101409,999,X
C302101409,649,B
C302106584,633,C
C302106584,631,C
C302101744,534,E
C302100482,629,C
C302105003,626,C
C302107151,621,C
C302109393,622,C
C302106197,634,C
C302105897,609,D
C302101807,999,X
C302101807,645,C
C302101807,601,D
C302107348,250,E
C302103950,600,D
C302106744,630,C
C302103264,250,E
C302104757,588,D
C302108366,679,B
C302107239,598,D
C302103925,603,D
C302104972,535,E
C302100194,580,D
C302105306,641,C
C302103199,701,A
C302103629,642,C
C302103465,638,C
C302108643,652,B
C302107423,668,B
C302109338,623,C
C302102728,611,C
C302107185,633,C
C302102698,651,B
C302103856,645,C
C302106928,559,E
C302109391,653,B
C302101854,999,X
C302101854,643,C
C302106594,611,C
C302106594,601,D
C302104680,250,E
C302107888,672,B
C302105878,654,B
C302102735,688,A
C302105819,660,B
C302109244,682,B
C302102058,671,B
C302102595,629,C
C302102595,632,C
C302102873,628,C
C302105412,647,B
C302101369,593,D
C302101369,493,E
C302102799,587,D
C302106754,580,D
C302103496,648,B
C302104525,656,B
C302101900,620,C
C302101900,664,B
C302105873,594,D
C302109288,627,C
C302102674,666,B
C302107393,571,D
C302101456,642,C
C302100584,999,X
C302100584,673,B
C302106779,622,C
C302105160,664,B
C302105160,657,B
C302101505,999,X
C302101505,633,C
C302102160,644,C
C302109441,694,A
C302107092,616,C
C302106577,690,A
C302102640,637,C
C302106268,649,B
C302100433,999,X
C302100433,645,C
C302104188,610,D
C302104188,566,D
C302108335,583,D
C302100543,600,D
C302100543,626,C
C302102936,999,X
C302102936,660,B
C302103225,586,D
C302104990,999,X
C302104990,619,C
C302105136,620,C
C302100721,590,D
C302106625,580,D
C302107104,672,B
C302102992,999,X
C302102992,617,C
C302109264,584,D
C302103615,650,B
C302103615,643,C
C302106237,596,D
C302104358,999,X
C302104358,550,E
C302100977,569,D
C302100977,564,D
C302107960,250,E
C302107064,643,C
C302100816,658,B
C302100816,629,C
C302108990,643,C
C302109348,652,B
C302105197,643,C
C302100143,250,E
C302107955,648,B
C302106740,590,D
C302102447,610,D
C302102939,605,D
C302102939,617,C
C302102939,621,C
C302105743,657,B
C302105171,250,E
C302100361,592,D
C302106591,633,C
C302101514,658,B
C302100489,618,C
C302108174,627,C
C302108797,615,C
C302104181,669,B
C302105271,683,A
C302105271,673,B
C302105293,585,D
C302105293,561,D
C302101725,609,D
C302107489,590,D
C302106277,687,A
C302107682,570,D
C302108783,622,C
C302100544,999,X
C302100544,645,C
C302100544,635,C
C302107224,608,D
C302104103,619,C
C302108222,557,E
C302105796,621,C
C302103241,619,C
C302101920,999,X
C302101920,649,B
C302109159,636,C
C302104520,637,C
C302101335,624,C
C302101335,631,C
C302101335,643,C
C302103359,568,D
C302105987,623,C
C302108508,518,E
C302102050,655,B
C302102050,629,C
C302102801,632,C
C302100628,640,C
C302103603,999,X
C302103603,621,C
C302109413,586,D
C302100701,635,C
C302105662,999,X
C302105662,614,C
C302101508,999,X
C302101508,665,B
C302105454,674,B
C302102362,669,B
C302101032,651,B
C302107099,609,D
C302104480,595,D
C302105504,645,C
C302105020,595,D
C302106311,630,C
C302105800,650,B
C302102227,668,B
C302101021,619,C
C302104351,250,E
C302101416,662,B
C302109330,645,C
C302100630,650,B
C302100759,672,B
C302102084,623,C
C302104793,547,E
C302101458,615,C
C302103882,629,C
C302104435,673,B
C302101651,591,D
C302106318,688,A
C302100216,999,X
C302100216,667,B
C302105158,605,D
C302105227,642,C
C302105227,642,C
C302107036,644,C
C302104165,679,B
C302106629,682,B
C302102997,651,B
C302101683,648,B
C302104613,250,E
C302107988,250,E
C302109474,564,D
C302108424,578,D
C302100859,598,D
C302100859,637,C
C302102879,709,A
C302109091,625,C
C302105443,634,C
C302106067,606,D
C302101308,650,B
C302106764,622,C
C302101569,610,D
C302101569,633,C
C302107807,629,C
C302105442,624,C
C302100911,999,X
C302100911,615,C
C302101602,636,C
C302101602,688,A
C302108503,586,D
C302101859,651,B
C302107908,609,D
C302101117,622,C
C302101214,609,D
C302101565,649,B
C302101460,610,D
C302101855,648,B
C302104152,602,D
C302105766,999,X
C302105766,999,X
C302105766,635,C
C302103124,250,E
C302104814,584,D
C302104814,566,D
C302101991,575,D
C302106697,714,A
C302107354,643,C
C302101367,629,C
C302102417,687,A
C302105133,629,C
C302107100,575,D
C302104411,641,C
C302106698,658,B
C302106513,685,A
C302104412,634,C
C302107247,673,B
C302105511,652,B
C302102211,720,A
C302102211,668,B
C302109106,570,D
C302100771,658,B
C302100771,639,C
C302104377,605,D
C302108734,660,B
C302108874,637,C
C302108328,598,D
C302101634,656,B
C302101634,548,E
C302108215,603,D
C302107430,646,C
C302103693,638,C
C302105221,576,D
C302104879,646,C
C302104879,640,C
C302105955,688,A
C302103325,684,A
C302103490,999,X
C302103490,563,D
C302102351,602,D
C302106681,685,A
C302109152,659,B
C302108267,250,E
C302104632,250,E
C302108178,648,B
C302106110,250,E
C302105962,623,C
C302107928,675,B
C302104478,575,D
C302109446,575,D
C302109446,535,E
C302104490,630,C
C302106829,606,D
C302109316,609,D
C302106038,672,B
C302107453,250,E
C302105852,672,B
C302106041,641,C
C302108316,625,C
C302107357,583,D
C302101570,611,C
C302107380,644,C
C302101849,677,B
C302108269,668,B
C302108145,250,E
C302104827,638,C
C302107028,622,C
C302103791,669,B
C302103791,644,C
C302106883,665,B
C302108975,531,E
C302106240,643,C
C302103413,622,C
C302105108,568,D
C302100852,250,E
C302104431,671,B
C302109447,615,C
C302100264,666,B
C302105712,611,C
C302106190,652,B
C302107788,550,E
C302105684,541,E
C302105684,250,E
C302101034,637,C
C302109310,654,B
C302109310,652,B
C302100654,621,C
C302104872,250,E
C302101227,629,C
C302104249,626,C
C302100666,669,B
C302105198,659,B
C302109127,596,D
C302103223,666,B
C302103476,577,D
C302102866,717,A
C302106833,587,D
C302102335,596,D
C302102270,611,C
C302102853,661,B
C302106165,599,D
C302106504,652,B
C302100164,623,C
C302106837,616,C
C302103444,595,D
C302107297,687,A
C302107297,682,B
C302103907,579,D
C302103621,664,B
C302100650,634,C
C302100650,628,C
C302106882,657,B
C302109173,637,C
C302102716,660,B
C302100437,999,X
C302100437,629,C
C302103677,555,E
C302100814,999,X
C302100814,673,B
C302102311,666,B
C302102311,653,B
C302100281,602,D
C302106244,628,C
C302105651,616,C
C302104823,999,X
C302104823,618,C
C302107375,610,D
C302104860,613,C
C302104860,567,D
C302101953,620,C
C302109281,646,C
C302101863,625,C
C302107255,647,B
C302102359,590,D
C302101730,648,B
C302102348,639,C
C302101058,577,D
C302105853,630,C
C302105307,250,E
C302106130,250,E
C302105857,652,B
C302106855,616,C
C302106855,572,D
C302104469,660,B
C302101641,999,X
C302101641,633,C
C302102934,637,C
C302102934,628,C
C302103607,667,B
C302104832,250,E
C302103412,629,C
C302105912,568,D
C302109236,643,C
C302107277,625,C
C302104027,611,C
C302103881,676,B
C302105706,628,C
C302105706,628,C
C302105706,642,C
C302103078,608,D
C302102994,539,E
C302102994,536,E
C302108055,620,C
C302108055,595,D
C302102522,595,D
C302102522,560,E
C302102845,637,C
C302100966,630,C
C302103288,562,D
C302100893,999,X
C302100893,635,C
C302109214,633,C
C302101272,660,B
C302101272,669,B
C302100081,620,C
C302101342,999,X
C302101342,616,C
C302101342,614,C
C302103817,596,D
C302102558,664,B
C302102587,999,X
C302102587,614,C
C302108924,661,B
C302105052,590,D
C302108744,650,B
C302101679,637,C
C302103609,640,C
C302105431,600,D
C302106549,250,E
C302102713,647,B
C302104201,658,B
C302101383,640,C
C302103445,627,C
C302103445,618,C
C302103571,682,B
C302103986,586,D
C302103406,644,C
C302100774,999,X
C302100774,619,C
C302108319,590,D
C302102450,646,C
C302104305,644,C
C302104305,615,C
C302108109,606,D
C302106467,580,D
C302105210,658,B
C302106694,634,C
C302106254,651,B
C302104997,664,B
C302108185,634,C
C302108434,601,D
C302108434,598,D
C302102518,653,B
C302102518,629,C
C302101086,654,B
C302103232,636,C
C302103932,601,D
C302100134,668,B
C302100134,657,B
C302105921,674,B
C302107864,621,C
C302107381,250,E
C302107381,250,E
C302106797,666,B
C302103252,659,B
C302108193,617,C
C302108758,999,X
C302108758,624,C
C302102469,574,D
C302104677,610,D
C302108803,554,E
C302104769,561,D
C302101387,621,C
C302105464,656,B
C302109076,659,B
C302101904,666,B
C302103239,651,B
C302103035,663,B
C302106439,617,C
C302100146,669,B
C302100146,663,B
C302105273,661,B
C302102304,604,D
C302102006,623,C
C302102264,651,B
C302103005,635,C
C302105936,655,B
C302105936,653,B
C302109022,250,E
C302101413,647,B
C302101656,702,A
C302106489,629,C
C302106489,617,C
C302100613,620,C
C302100613,651,B
C302105393,642,C
C302101862,677,B
C302108848,636,C
C302103915,595,D
C302101975,657,B
C302102987,552,E
C302102987,250,E
C302106250,590,D
C302101639,630,C
C302102546,654,B
C302100853,640,C
C302108096,605,D
C302109104,549,E
C302100407,999,X
C302100407,594,D
C302100407,625,C
C302100407,615,C
C302103513,634,C
C302101635,642,C
C302101635,637,C
C302105350,617,C
C302108477,627,C
C302101533,999,X
C302101533,617,C
C302104056,609,D
C302106187,618,C
C302109144,636,C
C302103072,632,C
C302103072,657,B
C302102511,999,X
C302102511,649,B
C302107860,640,C
C302104200,669,B
C302106835,595,D
C302104994,661,B
C302100051,571,D
C302105255,664,B
C302107841,614,C
C302107841,608,D
C302101043,674,B
C302101043,637,C
C302106666,598,D
C302101990,581,D
C302108358,605,D
C302101356,653,B
C302101356,646,C
C302101081,618,C
C302106045,999,X
C302106045,611,C
C302104560,999,X
C302104560,628,C
C302103649,620,C
C302100907,599,D
C302100907,589,D
C302108268,669,B
C302101910,629,C
C302102428,641,C
C302107437,626,C
C302106579,618,C
C302106579,617,C
C302104128,999,X
C302104128,606,D
C302102117,585,D
C302102886,541,E
C302108353,651,B
C302108353,651,B
C302104598,572,D
C302103246,656,B
C302106693,690,A
C302100018,999,X
C302100018,641,C
C302100018,642,C
C302100018,627,C
C302105680,693,A
C302106965,614,C
C302102200,651,B
C302104347,580,D
C302104347,598,D
C302104226,644,C
C302104226,635,C
C302104226,633,C
C302106778,650,B
C302103757,670,B
C302106420,621,C
C302101945,654,B
C302101477,653,B
C302101087,644,C
C302105440,577,D
C302100162,649,B
C302103987,681,B
C302107342,632,C
C302105068,626,C
C302101019,719,A
C302103293,721,A
C302100426,646,C
C302100426,604,D
C302101664,574,D
C302100978,613,C
C302100978,605,D
C302101269,602,D
C302100793,639,C
C302102760,635,C
C302105173,653,B
C302103425,655,B
C302107115,626,C
C302106890,652,B
C302103278,555,E
C302104813,639,C
C302104804,661,B
C302104804,668,B
C302107836,642,C
C302104672,643,C
C302106432,596,D
C302105043,622,C
C302102141,685,A
C302102051,636,C
C302102051,615,C
C302102975,594,D
C302108365,602,D
C302103548,569,D
C302103801,683,A
C302105246,551,E
C302105775,660,B
C302101545,603,D
C302101545,596,D
C302101545,250,E
C302109334,629,C
C302108829,597,D
C302102898,603,D
C302102532,999,X
C302102532,618,C
C302102532,610,D
C302109113,704,A
C302103419,560,E
C302107906,525,E
C302103770,498,E
C302105139,645,C
C302105807,616,C
C302101595,646,C
C302104433,250,E
C302104433,563,D
C302107317,639,C
C302107317,639,C
C302107172,638,C
C302101861,681,B
C302103303,653,B
C302100786,654,B
C302108207,999,X
C302108207,250,E
C302108825,250,E
C302104688,621,C
C302109090,653,B
C302106521,647,B
C302106795,635,C
C302102388,576,D
C302103975,616,C
C302105256,593,D
C302100582,611,C
C302100582,632,C
C302108789,630,C
C302108789,628,C
C302105787,603,D
C302101530,570,D
C302101530,556,E
C302104456,589,D
C302100827,607,D
C302100827,583,D
C302104640,647,B
C302105692,677,B
C302106847,647,B
C302109275,615,C
C302100717,555,E
C302104786,551,E
C302103063,673,B
C302108764,659,B
C302108068,650,B
C302105288,687,A
C302104903,631,C
C302100865,999,X
C302100865,673,B
C302106011,656,B
C302106176,632,C
C302109133,622,C
C302100316,601,D
C302103456,663,B
C302102069,628,C
C302102069,680,B
C302108762,699,A
C302105956,642,C
C302100378,624,C
C302104948,615,C
C302104948,642,C
C302100606,612,C
C302100606,609,D
C302101047,999,X
C302101047,633,C
C302106602,625,C
C302108545,654,B
C302108545,636,C
C302101625,679,B
C302106906,638,C
C302104829,524,E
C302106893,668,B
C302101151,651,B
C302101151,543,E
C302105202,567,D
C302103625,617,C
C302101741,666,B
C302107337,250,E
C302103154,674,B
C302104138,605,D
C302106366,670,B
C302106366,683,A
C302105965,999,X
C302105965,628,C
C302104156,657,B
C302102293,999,X
C302102293,643,C
C302102370,669,B
C302102370,639,C
C302100274,999,X
C302100274,674,B
C302102947,555,E
C302104889,652,B
C302105765,636,C
C302105814,643,C
C302106103,645,C
C302104168,654,B
C302106018,620,C
C302107781,634,C
C302105831,625,C
C302103097,631,C
C302102570,656,B
C302103654,677,B
C302108357,250,E
C302103213,592,D
C302101088,601,D
C302101088,542,E
C302106720,607,D
C302108688,628,C
C302100500,684,A
C302105710,680,B
C302105635,582,D
C302100549,610,D
C302109421,569,D
C302105627,619,C
C302101052,586,D
C302104833,643,C
C302102480,653,B
C302104401,999,X
C302104401,624,C
C302100541,632,C
C302100541,621,C
C302108604,607,D
C302102657,613,C
C302106724,587,D
C302104986,635,C
C302104986,576,D
C302107136,663,B
C302103534,665,B
C302102871,631,C
C302108278,658,B
C302107967,632,C
C302102749,613,C
C302106872,703,A
C302104483,569,D
C302108087,622,C
C302100902,579,D
C302106382,649,B
C302106382,644,C
C302102413,631,C
C302106181,548,E
C302104647,669,B
C302103365,639,C
C302108149,638,C
C302104586,655,B
C302104586,631,C
C302103962,662,B
C302104066,624,C
C302101067,999,X
C302101067,585,D
C302108839,565,D
C302100589,516,E
C302103587,553,E
C302106813,481,E
C302101421,650,B
C302106010,639,C
C302101783,621,C
C302109196,999,X
C302104285,653,B
C302104285,652,B
C302102700,615,C
C302107868,580,D
C302109249,653,B
C302101229,672,B
C302102485,597,D
C302103285,598,D
C302103285,569,D
C302107061,652,B
C302105564,640,C
C302102423,636,C
C302104256,651,B
C302108370,599,D
C302108044,565,D
C302106282,684,A
C302106894,532,E
C302108562,618,C
C302102960,643,C
C302101630,630,C
C302108329,636,C
C302102777,656,B
C302105180,631,C
C302105180,639,C
C302108641,700,A
C302108693,599,D
C302107269,601,D
C302103551,683,A
C302103551,680,B
C302102029,572,D
C302101326,669,B
C302108065,655,B
C302105005,657,B
C302106556,650,B
C302105933,666,B
C302101232,570,D
C302101232,250,E
C302107410,598,D
C302100607,634,C
C302108872,649,B
C302107157,690,A
C302106562,647,B
C302106092,559,E
C302106092,559,E
C302101856,639,C
C302105366,662,B
C302101233,630,C
C302102218,621,C
C302102498,605,D
C302103166,626,C
C302103422,654,B
C302102888,696,A
C302101271,654,B
C302102504,632,C
C302101355,999,X
C302101355,656,B
C302104704,630,C
C302104867,630,C
C302103590,505,E
C302100322,605,D
C302100322,600,D
C302101071,999,X
C302101071,608,D
C302109110,605,D
C302103559,609,D
C302103559,590,D
C302101733,709,A
C302101526,612,C
C302101526,602,D
C302101709,999,X
C302101709,631,C
C302100368,999,X
C302100368,672,B
C302104487,661,B
C302103562,999,X
C302103562,578,D
C302107442,250,E
C302101549,606,D
C302108221,640,C
C302108221,599,D
C302102588,624,C
C302103370,548,E
C302100002,647,B
C302102196,250,E
C302104514,657,B
C302105081,592,D
C302104033,615,C
C302101348,655,B
C302101348,661,B
C302105641,603,D
C302103429,643,C
C302102248,999,X
C302102248,603,D
C302103772,691,A
C302102658,614,C
C302106084,673,B
C302102002,635,C
C302105817,664,B
C302104874,623,C
C302105791,634,C
C302101935,623,C
C302102962,613,C
C302102962,536,E
C302102962,505,E
C302100826,616,C
C302104878,642,C
C302101397,613,C
C302104567,636,C
C302106086,713,A
C302103374,626,C
C302101444,582,D
C302101444,563,D
C302104871,618,C
C302103633,629,C
C302105303,590,D
C302103825,598,D
C302104604,628,C
C302105811,999,X
C302105811,640,C
C302102638,621,C
C302103837,636,C
C302109380,630,C
C302105725,590,D
C302103750,605,D
C302101406,642,C
C302102292,250,E
C302108493,654,B
C302104700,523,E
C302104700,250,E
C302108539,644,C
C302103543,587,D
C302105982,679,B
C302108608,605,D
C302100232,999,X
C302100232,651,B
C302101011,655,B
C302109319,668,B
C302101957,691,A
C302106700,630,C
C302106700,620,C
C302104074,646,C
C302104195,583,D
C302104547,643,C
C302102142,631,C
C302101848,999,X
C302101848,600,D
C302108100,591,D
C302104805,663,B
C302106714,649,B
C302101128,662,B
C302101128,653,B
C302106015,657,B
C302101133,619,C
C302108354,620,C
C302105892,643,C
C302100757,999,X
C302100757,631,C
C302109092,670,B
C302105733,999,X
C302105733,520,E
C302106506,692,A
C302109058,651,B
C302106736,642,C
C302106816,697,A
C302106957,608,D
C302102079,646,C
C302104689,645,C
C302105884,642,C
C302106185,579,D
C302101270,619,C
C302108413,667,B
C302108413,665,B
C302104271,627,C
C302106587,604,D
C302101811,660,B
C302108805,250,E
C302104259,624,C
C302100822,667,B
C302104223,672,B
C302102656,565,D
C302107976,629,C
C302101344,615,C
C302101344,524,E
C302104261,999,X
C302104261,656,B
C302103248,715,A
C302107355,621,C
C302104224,608,D
C302100283,622,C
C302100283,682,B
C302104184,630,C
C302104184,620,C
C302106710,999,X
C302106710,674,B
C302104842,605,D
C302108114,569,D
C302103515,608,D
C302104634,638,C
C302104634,999,X
C302105408,586,D
C302106221,656,B
C302104073,620,C
C302104157,663,B
C302104920,651,B
C302106917,655,B
C302104911,999,X
C302104911,645,C
C302104911,653,B
C302107004,999,X
C302107004,629,C
C302101808,613,C
C302101808,610,D
C302100056,665,B
C302106073,646,C
C302106073,603,D
C302101035,999,X
C302101035,614,C
C302101171,999,X
C302101171,625,C
C302106162,611,C
C302106162,569,D
C302103558,587,D
C302101820,655,B
C302106037,618,C
C302100338,630,C
C302104821,599,D
C302104343,609,D
C302106440,694,A
C302107403,250,E
C302106304,649,B
C302105386,667,B
C302103827,653,B
C302103827,651,B
C302104703,617,C
C302100022,628,C
C302102121,660,B
C302107319,654,B
C302107319,645,C
C302101701,631,C
C302101701,618,C
C302106225,643,C
C302103854,628,C
C302103204,663,B
C302101264,999,X
C302101264,658,B
C302102513,637,C
C302107266,576,D
C302107266,585,D
C302100788,556,E
C302100788,542,E
C302100788,549,E
C302105990,649,B
C302100828,999,X
C302100828,629,C
C302100828,616,C
C302108447,250,E
C302106953,495,E
C302103207,587,D
C302105930,250,E
C302107802,666,B
C302104069,655,B
C302102910,543,E
C302102949,999,X
C302102949,619,C
C302107080,634,C
C302105942,621,C
C302103034,662,B
C302108877,629,C
C302101075,999,X
C302101075,654,B
C302102699,600,D
C302103240,641,C
C302102013,634,C
C302102917,601,D
C302106924,616,C
C302105215,595,D
C302109312,600,D
C302107414,552,E
C302105106,631,C
C302102839,605,D
C302106058,550,E
C302106058,566,D
C302102481,607,D
C302106846,620,C
C302100802,651,B
C302105976,563,D
C302107896,642,C
C302107896,644,C
C302102429,571,D
C302106450,570,D
C302105535,250,E
C302103730,523,E
C302104826,600,D
C302105186,591,D
C302108453,581,D
C302105067,636,C
C302102387,613,C
C302103530,594,D
C302103848,585,D
C302102418,593,D
C302104571,638,C
C302104571,647,B
C302100694,647,B
C302104532,597,D
C302104460,600,D
C302104843,604,D
C302103140,673,B
C302106113,704,A
C302105657,999,X
C302105657,603,D
C302108264,536,E
C302109433,658,B
C302108736,578,D
C302103231,999,X
C302103231,626,C
C302103023,556,E
C302103736,611,C
C302106586,663,B
C302101183,666,B
C302100815,999,X
C302100815,583,D
C302105471,645,C
C302105471,645,C
C302108020,639,C
C302102104,606,D
C302101775,597,D
C302100188,637,C
C302100188,692,A
C302108811,643,C
C302103407,250,E
C302104137,665,B
C302104137,653,B
C302103446,250,E
C302105308,652,B
C302104877,999,X
C302104877,637,C
C302107388,620,C
C302104774,629,C
C302105828,654,B
C302100337,999,X
C302100337,669,B
C302106954,598,D
C302109212,641,C
C302107180,601,D
C302102309,999,X
C302102309,628,C
C302102515,618,C
C302104310,578,D
C302104941,250,E
C302101642,689,A
C302102458,627,C
C302105716,618,C
C302105716,638,C
C302108864,250,E
C302101524,668,B
C302100870,655,B
C302100575,660,B
C302105363,666,B
C302108652,575,D
C302106856,660,B
C302100990,644,C
C302101289,999,X
C302101289,656,B
C302100880,999,X
C302100880,595,D
C302102995,592,D
C302109234,999,X
C302100088,999,X
C302100088,584,D
C302105981,596,D
C302106369,671,B
C302102998,607,D
C302101290,613,C
C302105966,651,B
C302102199,999,X
C302102199,999,X
C302102199,673,B
C302107114,636,C
C302103820,603,D
C302105122,664,B
C302106743,560,E
C302106848,250,E
C302106739,656,B
C302106334,598,D
C302104266,616,C
C302105506,601,D
C302101080,589,D
C302102748,659,B
C302101860,650,B
C302107069,701,A
C302100550,557,E
C302104791,629,C
C302102847,623,C
C302103106,640,C
C302104629,620,C
C302104629,623,C
C302104869,595,D
C302103938,688,A
C302101977,668,B
C302101241,631,C
C302101241,616,C
C302103094,612,C
C302105233,640,C
C302105644,547,E
C302104021,655,B
C302104257,643,C
C302105612,664,B
C302105612,656,B
C302101332,692,A
C302103233,661,B
C302103233,636,C
C302101828,647,B
C302106781,673,B
C302106269,667,B
C302108716,651,B
C302105806,587,D
C302104908,616,C
C302104908,631,C
C302104759,620,C
C302106912,621,C
C302101568,999,X
C302101568,614,C
C302104711,646,C
C302104711,654,B
C302108910,578,D
C302101614,634,C
C302101614,635,C
C302106096,616,C
C302102568,687,A
C302102775,661,B
C302109050,660,B
C302108348,661,B
C302103799,608,D
C302101331,643,C
C302101331,633,C
C302106174,539,E
C302101685,999,X
C302101685,536,E
C302100130,682,B
C302104936,602,D
C302102156,578,D
C302103618,639,C
C302101956,623,C
C302107233,657,B
C302101588,571,D
C302102804,610,D
C302105637,621,C
C302102940,662,B
C302106305,621,C
C302106305,619,C
C302104109,648,B
C302104109,648,B
C302102971,593,D
C302102971,611,C
C302102265,636,C
C302102265,634,C
C302102265,654,B
C302106738,580,D
C302102350,573,D
C302101031,629,C
C302107236,999,X
C302107236,543,E
C302102078,653,B
C302100685,623,C
C302103355,548,E
C302105426,652,B
C302107397,655,B
C302108824,650,B
C302103684,999,X
C302103684,606,D
C302100493,632,C
C302105599,658,B
C302102201,250,E
C302102686,572,D
C302108963,598,D
C302105295,625,C
C302104057,613,C
C302106897,664,B
C302106897,662,B
C302103380,999,X
C302104694,640,C
C302101462,635,C
C302100843,638,C
C302100843,636,C
C302104048,647,B
C302106242,681,B
C302101428,646,C
C302108572,646,C
C302106635,562,D
C302104400,683,A
C302103954,620,C
C302102401,644,C
C302102502,567,D
C302105876,625,C
C302105988,578,D
C302107015,646,C
C302105837,662,B
C302106640,608,D
C302106640,598,D
C302102829,999,X
C302102829,626,C
C302100899,636,C
C302102660,250,E
C302102660,250,E
C302106399,658,B
C302107824,615,C
C302101221,631,C
C302104855,597,D
C302108779,999,X
C302101000,579,D
C302101000,584,D
C302102168,662,B
C302103190,621,C
C302103980,250,E
C302106117,629,C
C302105157,655,B
C302101422,250,E
C302101422,605,D
C302101422,575,D
C302102306,630,C
C302105993,643,C
C302102571,625,C
C302101259,999,X
C302101259,579,D
C302103021,250,E
C302107152,578,D
C302102630,626,C
C302102195,634,C
C302102195,625,C
C302108282,250,E
C302108282,250,E
C302105935,698,A
C302107794,250,E
C302102341,642,C
C302101874,640,C
C302105850,642,C
C302107944,645,C
C302107025,631,C
C302104402,250,E
C302100048,689,A
C302108992,607,D
C302102554,590,D
C302105230,999,X
C302105230,706,A
C302106472,649,B
C302106472,638,C
C302109378,711,A
C302109222,626,C
C302100389,654,B
C302100389,642,C
C302108435,625,C
C302109464,620,C
C302105529,663,B
C302108388,659,B
C302104062,634,C
C302101131,642,C
C302106301,660,B
C302100727,666,B
C302103738,534,E
C302101215,588,D
C302101618,680,B
C302104217,250,E
C302109321,632,C
C302109321,638,C
C302108898,632,C
C302108898,650,B
C302102123,605,D
C302105121,604,D
C302101507,614,C
C302106528,597,D
C302105145,644,C
C302106171,593,D
C302105317,677,B
C302106403,609,D
C302100240,999,X
C302100240,646,C
C302107335,643,C
C302102892,250,E
C302100339,553,E
C302109136,618,C
C302105178,593,D
C302104077,673,B
C302104906,628,C
C302106093,629,C
C302106093,604,D
C302103575,646,C
C302105780,640,C
C302105726,624,C
C302103988,621,C
C302105547,646,C
C302108682,676,B
C302103704,622,C
C302103704,636,C
C302106774,634,C
C302106719,661,B
C302101512,999,X
C302101512,627,C
C302106479,658,B
C302103336,637,C
C302104621,648,B
C302106082,656,B
C302109492,610,D
C302109492,515,E
C302105571,250,E
C302104885,660,B
C302101382,645,C
C302101382,659,B
C302103493,552,E
C302106793,639,C
C302108865,588,D
C302103576,591,D
C302107851,630,C
C302107851,624,C
C302105820,537,E
C302103588,630,C
C302103331,528,E
C302106280,673,B
C302103542,608,D
C302104196,680,B
C302108727,518,E
C302107352,622,C
C302105695,615,C
C302103382,648,B
C302108603,587,D
C302103152,622,C
C302108669,630,C
C302104531,551,E
C302105625,588,D
C302101473,663,B
C302102147,637,C
C302102147,644,C
C302102147,642,C
C302106538,597,D
C302106538,587,D
C302100148,597,D
C302105297,662,B
C302104938,598,D
C302100906,635,C
C302109019,599,D
C302105219,652,B
C302105556,678,B
C302107127,668,B
C302106923,609,D
C302108320,250,E
C302104913,684,A
C302104176,649,B
C302107785,250,E
C302105983,577,D
C302102852,250,E
C302104771,642,C
C302103993,678,B
C302103993,658,B
C302103993,674,B
C302107257,569,D
C302101045,671,B
C302101045,660,B
C302105761,570,D
C302107846,250,E
C302103480,652,B
C302100006,693,A
C302104596,641,C
C302106002,999,X
C302106002,604,D
C302107350,648,B
C302106160,629,C
C302102152,625,C
C302109416,683,A
C302104359,644,C
C302102646,571,D
C302101445,622,C
C302101445,662,B
C302106424,641,C
C302105944,601,D
C302100399,629,C
C302101497,674,B
C302101497,665,B
C302100874,619,C
C302106994,618,C
C302104500,690,A
C302109063,578,D
C302100360,632,C
C302103874,679,B
C302103874,668,B
C302107980,672,B
C302106862,624,C
C302107102,601,D
C302101994,669,B
C302100848,642,C
C302102711,999,X
C302102711,614,C
C302102964,624,C
C302100122,625,C
C302102047,666,B
C302104782,662,B
