Application_ID,Application_Date,Loan_Approval_Status,Age_at_Application,Marital_Status,Gender,Own_Rent_Home,Occupation_Professional_Category,Type_of_Business_Industry_of_Employment,Employment_Status,Time_at_Current_Employment_(Months),Number_of_Dependents,Loan_Purpose,Monthly_Income,Government_Employee,Marital_Status_Missing,Own_Rent_Home_Missing,Type_of_Business_Missing,Number_of_Dependents_Missing,Monthly_Income_Capped,Monthly_Income_Log,Employment_Time_Capped,Employment_Stability_Score,Age_Bin,Has_Dependents
C302104475,2018-06-19,Approved,22.0,Unmarried,Female,Family,Clerical Support Worker,Other,Contract,12.0,1.0,Other,1764.68,False,0,0,0,0,1764.68,7.476291164292118,12.0,0,Young,1
C302104476,2018-06-17,Approved,49.0,Unmarried,Male,Own,Plant and Machine Operators an,Construction & Installation,Full-Time,107.0,0.0,Home Improvement,3128.98,False,0,0,0,0,3128.98,8.048781893737425,107.0,0,Established,0
C302104477,2018-05-16,Approved,24.0,Unmarried,Female,Family,Clerical Support Worker,Other,Full-Time,7.0,0.0,Other,2698.31,False,0,0,0,0,2698.31,7.900751463776979,7.0,0,Young,0
C302104478,2018-06-19,Approved,28.0,Unmarried,Male,Family,Officer,Tourism,Full-Time,11.0,0.0,Debt Consolidation,2954.27,False,0,0,0,0,2954.27,7.991345296224539,11.0,0,Emerging,0
C302104479,2018-06-17,Approved,29.0,Unmarried,Male,Family,Officer,Civil Service,Full-Time,45.0,2.0,Home Improvement,3195.46,True,0,0,0,0,3195.46,8.06979922644164,45.0,0,Emerging,1
C302104480,2018-06-13,Approved,26.0,Unmarried,Female,Own,Clerical Support Worker,Transportation & Communication,Full-Time,65.0,0.0,Debt Consolidation,1382.17,True,0,0,0,0,1382.17,7.232133245296396,65.0,0,Emerging,0
C302104481,2018-06-11,Approved,40.0,Married,Male,Family,Elementary Occupation,Private Security Services,Contract,253.0,2.0,Other,2714.67,False,0,0,0,0,2714.67,7.906793979087464,253.0,0,Established,1
C302104482,2018-06-21,Approved,40.0,Unmarried,Female,Family,Professional,Civil Service,Full-Time,50.0,1.0,Home Improvement,2405.84,True,0,0,0,0,2405.84,7.786069962785955,50.0,0,Established,1
C302104483,2018-06-02,Approved,31.0,Unmarried,Female,Own,Professional,Professional & Other Services,Full-Time,55.0,0.0,Other,2344.67,False,0,0,0,0,2344.67,7.76032635435754,55.0,0,Emerging,0
C302104484,2018-06-14,Approved,35.0,Unmarried,Female,Family,Officer,Education,Full-Time,75.0,0.0,Debt Consolidation,1776.82,True,0,0,0,0,1776.82,7.483143173603672,75.0,0,Established,0
C302104485,2018-05-31,Approved,38.0,Unmarried,Male,Family,Employee,Private Security Services,Contract,55.0,3.0,Home Improvement,1466.2,False,0,0,0,0,1466.2,7.2911111015022,55.0,0,Established,1
C302104486,2018-06-07,Approved,36.0,Unmarried,Male,Family,Professional,Mining & Quarrying,Full-Time,120.0,0.0,Other,12811.2,False,0,0,0,0,12811.2,9.45815312097249,120.0,0,Established,0
C302104487,2018-06-20,Approved,57.0,Married,Female,Own,Blue Collar,Tourism,Full-Time,57.0,1.0,Education,2629.5,False,0,0,0,0,2629.5,7.874929221170862,57.0,0,Senior,1
C302104488,2018-06-20,Approved,42.0,Married,Female,Family,Professional,Education,Full-Time,177.0,2.0,Medical,3543.39,True,0,0,0,0,3543.39,8.173121350817175,177.0,0,Established,1
C302104489,2018-06-19,Approved,35.0,Divorced,Female,Own,Armed Forces Occupation,Civil Service,Full-Time,168.0,2.0,Debt Consolidation,5358.15,True,0,0,0,0,5358.15,8.586560659399826,168.0,0,Established,1
C302104490,2018-06-18,Approved,29.0,Unmarried,Female,Rent,Professional,Civil Service,Full-Time,37.0,0.0,Debt Consolidation,4361.08,True,0,0,0,0,4361.08,8.380704286804306,37.0,0,Emerging,0
C302104491,2018-06-25,Approved,38.0,Unmarried,Female,Family,Officer,Science & Technology,Full-Time,14.0,0.0,Debt Consolidation,3751.47,False,0,0,0,0,3751.47,8.23016956880544,14.0,0,Established,0
C302104492,2018-06-13,Approved,29.0,Unmarried,Female,Family,Clerical Support Worker,Financial,Full-Time,29.0,2.0,Other,1406.8,False,0,0,0,0,1406.8,7.249783481174031,29.0,0,Emerging,1
C302104493,2018-05-29,Customer Cancellation,63.0,Married,Female,Own,Semi-Professional,Other,Full-Time,312.0,0.0,Debt Consolidation,2807.83,False,0,0,0,0,2807.83,7.940523305514928,312.0,0,Senior,0
C302104494,2018-06-11,Approved,28.0,Unmarried,Male,Family,Blue Collar,Retailing,Full-Time,48.0,2.0,Other,12471.62,False,0,0,0,0,12471.62,9.431291120855475,48.0,0,Emerging,1
C302104495,2018-05-30,Approved,44.0,Married,Male,Rent,Semi-Professional,Education,Full-Time,271.0,4.0,Debt Consolidation,3933.39,True,0,0,0,0,3933.39,8.277511129775087,271.0,0,Established,1
C302104496,2018-06-19,Approved,33.0,Unmarried,Female,Family,Semi-Professional,Civil Service,Full-Time,103.0,3.0,Debt Consolidation,3982.55,True,0,0,0,0,3982.55,8.289928660517724,103.0,0,Emerging,1
C302104497,2018-05-29,Approved,32.0,Unmarried,Male,Rent,Officer,Transportation & Communication,Full-Time,99.0,1.0,Debt Consolidation,4277.55,False,0,0,0,0,4277.55,8.361369446128494,99.0,0,Emerging,1
C302104498,2018-06-19,Approved,36.0,Unmarried,Male,Own,Armed Forces Occupation,Civil Service,Full-Time,199.0,1.0,Debt Consolidation,4802.08,True,0,0,0,0,4802.08,8.477012657782616,199.0,0,Established,1
C302104499,2018-06-17,Approved,50.0,Unmarried,Female,Own,Officer,Civil Service,Full-Time,365.0,3.0,Debt Consolidation,4848.32,True,0,0,0,0,4848.32,8.486593767916155,365.0,0,Senior,1
C302104500,2018-06-20,Approved,31.0,Unmarried,Female,Family,Clerical Support Worker,Other,Full-Time,24.0,1.0,Other,1507.73,False,0,0,0,0,1507.73,7.319023516317252,24.0,0,Emerging,1
C302104501,2018-06-13,Approved,49.0,Divorced,Female,Own,Officer,Civil Service,Full-Time,338.0,2.0,Debt Consolidation,5258.49,True,0,0,0,0,5258.49,8.567789342856102,338.0,0,Established,1
C302104502,2018-06-07,Approved,42.0,Unmarried,Female,Rent,Professional,Civil Service,Full-Time,200.0,0.0,Other,4950.62,True,0,0,0,0,4950.62,8.507470074747971,200.0,0,Established,0
C302104503,2018-04-12,Approved,39.0,Unmarried,Male,Family,Employee,Civil Service,Full-Time,201.0,1.0,Debt Consolidation,4508.83,True,1,0,0,1,4508.83,8.414014737772982,201.0,0,Established,1
C302104504,2018-04-07,Approved,60.0,Unmarried,Male,Rent,Clerical Support Worker,Private Security Services,Full-Time,18.0,1.0,Debt Consolidation,1641.27,False,1,0,0,1,1641.27,7.4038347101121875,18.0,0,Senior,1
C302104505,2018-05-31,Approved,26.0,Unmarried,Female,Family,Service and Sales Worker,Retailing,Full-Time,80.0,3.0,Home Improvement,1328.64,False,0,0,0,0,1328.64,7.1926635078845225,80.0,0,Emerging,1
C302104506,2018-06-14,Approved,58.0,Unmarried,Male,Rent,Elementary Occupation,Private Security Services,Contract,322.0,1.0,Other,1811.81,False,0,0,0,0,1811.81,7.502633406586859,322.0,0,Senior,1
C302104507,2018-06-19,Approved,56.0,Married,Male,Family,Employee,Other,Full-Time,60.0,1.0,Home Improvement,1641.27,False,0,0,0,0,1641.27,7.4038347101121875,60.0,0,Senior,1
C302104508,2018-06-07,Approved,34.0,Unmarried,Male,Own,Clerical Support Worker,Tourism,Full-Time,190.0,1.0,Debt Consolidation,2033.65,False,1,0,0,0,2033.65,7.6180790929127,190.0,0,Emerging,1
C302104509,2018-06-13,Approved,26.0,Unmarried,Male,Family,Service and Sales Worker,Tourism,Full-Time,63.0,0.0,Debt Consolidation,1671.9,False,0,0,0,0,1671.9,7.422313926337235,63.0,0,Emerging,0
C302104510,2018-06-24,Approved,31.0,Unmarried,Male,Family,Technician and Associate Professional,Education,Full-Time,12.0,0.0,Other,2144.55,False,0,0,0,0,2144.55,7.671151208751036,12.0,0,Emerging,0
C302104511,2018-06-13,Approved,56.0,Divorced,Male,Family,Armed Forces Occupation,Civil Service,Full-Time,255.0,1.0,Debt Consolidation,4178.7,True,0,0,0,0,4178.7,8.33799475260826,255.0,0,Senior,1
C302104512,2018-06-11,Approved,56.0,Married,Female,Own,Semi-Professional,Micro & Small Enterprise,Full-Time,30.0,0.0,Home Improvement,1219.23,False,0,0,0,0,1219.23,7.1067946445489385,30.0,0,Senior,0
C302104513,2018-06-17,Approved,39.0,Unmarried,Male,Family,Armed Forces Occupation,Private Security Services,Full-Time,204.0,1.0,Debt Consolidation,2366.32,False,0,0,0,0,2366.32,7.769513792602785,204.0,0,Established,1
C302104514,2018-06-21,Approved,28.0,Unmarried,Male,Family,Semi-Professional,Other,Full-Time,24.0,0.0,Home Improvement,1500.59,False,0,0,0,0,1500.59,7.314279825686991,24.0,0,Emerging,0
C302104515,2018-06-21,Approved,27.0,Unmarried,Male,Family,Officer,Civil Service,Part-Time,36.0,0.0,Other,5447.21,True,0,0,0,0,5447.21,8.603042393341967,36.0,0,Emerging,0
C302104516,2018-05-24,Approved,43.0,Married,Female,Own,Professional,Civil Service,Full-Time,248.0,3.0,Debt Consolidation,4688.22,True,0,0,0,0,4688.22,8.453021536308427,248.0,0,Established,1
C302104517,2018-06-20,Approved,25.0,Unmarried,Male,Family,Service and Sales Worker,Distribution,Full-Time,71.0,0.0,Home Improvement,1524.03,False,0,0,0,0,1524.03,7.329769360979165,71.0,0,Emerging,0
C302104518,2018-06-17,Approved,38.0,Unmarried,Female,Family,Clerical Support Worker,Retailing,Full-Time,139.0,1.0,Debt Consolidation,975.38,False,0,0,0,0,975.38,6.883851854900578,139.0,0,Established,1
C302104519,2018-06-10,Approved,43.0,Married,Female,Family,Service and Sales Worker,Other,Full-Time,16.0,1.0,Home Improvement,1625.63,False,0,0,0,0,1625.63,7.394265668941425,16.0,0,Established,1
C302104520,2018-06-11,Approved,46.0,Divorced,Male,Rent,Professional,Civil Service,Full-Time,20.0,1.0,Other,29378.82,False,0,0,0,0,17503.945400000015,9.770238714275076,20.0,0,Established,1
C302104521,2018-06-19,Approved,31.0,Unmarried,Male,Family,Clerical Support Worker,Transportation & Communication,Full-Time,48.0,0.0,Debt Consolidation,2531.38,False,0,0,0,0,2531.38,7.836914850992283,48.0,0,Emerging,0
C302104522,2018-06-21,Approved,60.0,Married,Female,Family,Officer,Other,Full-Time,26.0,1.0,Home Improvement,1344.08,False,0,0,0,0,1344.08,7.204208769821004,26.0,0,Senior,1
C302104523,2018-05-08,Approved,40.0,Unmarried,Female,Own,Armed Forces Occupation,Private Security Services,Contract,36.0,0.0,Home Improvement,2047.94,False,0,0,0,0,2047.94,7.62507786523329,36.0,0,Established,0
C302104524,2018-06-25,Approved,25.0,Unmarried,Male,Family,Officer,Other,Part-Time,22.0,0.0,Home Improvement,1106.45,False,0,0,0,0,1106.45,7.009815354173284,22.0,0,Emerging,0
C302104525,2018-06-14,Approved,36.0,Unmarried,Female,Own,Armed Forces Occupation,Civil Service,Full-Time,87.0,2.0,Debt Consolidation,4053.99,True,0,0,0,0,4053.99,8.307703500455228,87.0,0,Established,1
C302104526,2018-06-24,Approved,37.0,Married,Male,Own,Officer,Civil Service,Full-Time,133.0,2.0,Debt Consolidation,3741.2,True,0,0,0,0,3741.2,8.227428952760132,133.0,0,Established,1
C302104527,2018-06-21,Approved,42.0,Married,Male,Family,Officer,Civil Service,Full-Time,159.0,3.0,Debt Consolidation,3900.12,True,0,0,0,0,3900.12,8.26901897037678,159.0,0,Established,1
C302104528,2018-06-23,Approved,28.0,Unmarried,Male,Rent,Professional,Mining & Quarrying,Contract,5.0,0.0,Debt Consolidation,5861.66,False,0,0,0,0,5861.66,8.676358704492985,5.0,0,Emerging,0
C302104529,2018-06-24,Approved,47.0,Unmarried,Male,Family,Plant and Machine Operators an,Transportation & Communication,Full-Time,132.0,2.0,Home Improvement,2314.25,False,0,0,0,0,2314.25,7.747272952050378,132.0,0,Established,1
C302104530,2018-06-03,Approved,26.0,Unmarried,Female,Own,Clerical Support Worker,Business Process Outsourcing,Full-Time,37.0,0.0,Other,1524.03,False,0,0,0,0,1524.03,7.329769360979165,37.0,0,Emerging,0
C302104531,2018-06-25,Approved,27.0,Unmarried,Male,Rent,Officer,Civil Service,Unknown,32.0,0.0,Debt Consolidation,3118.41,False,0,0,0,0,3118.41,8.045399160357281,32.0,0,Emerging,0
C302104532,2018-06-19,Approved,23.0,Married,Male,Family,Officer,Private Security Services,Contract,43.0,0.0,Home Improvement,1767.88,False,0,0,0,0,1767.88,7.4781018569239,43.0,0,Young,0
C302104533,2018-06-20,Approved,43.0,Married,Female,Own,Officer,Civil Service,Full-Time,133.0,1.0,Debt Consolidation,1417.58,True,0,0,0,0,1417.58,7.257411650261723,133.0,0,Established,1
C302104534,2018-05-01,Approved,39.0,Unmarried,Female,Family,Clerical Support Worker,Retailing,Full-Time,52.0,1.0,Debt Consolidation,3313.79,False,1,0,0,1,3313.79,8.106149552197078,52.0,0,Established,1
C302104535,2018-06-17,Approved,31.0,Unmarried,Female,Family,Professional,Tourism,Full-Time,136.0,1.0,Home Improvement,1895.59,False,0,0,0,0,1895.59,7.547812815842665,136.0,0,Emerging,1
C302104536,2018-05-02,Approved,37.0,Unmarried,Male,Family,Elementary Occupation,Private Security Services,Contract,68.0,1.0,Debt Consolidation,2148.24,False,1,0,0,1,2148.24,7.672869570257873,68.0,0,Established,1
C302104537,2018-06-12,Approved,37.0,Married,Female,Own,Officer,Civil Service,Full-Time,134.0,0.0,Debt Consolidation,4391.5,False,0,0,0,0,4391.5,8.387653820061251,134.0,0,Established,0
C302104538,2018-06-24,Approved,29.0,Unmarried,Male,Rent,Armed Forces Occupation,Civil Service,Full-Time,84.0,1.0,Debt Consolidation,3511.38,True,0,0,0,0,3511.38,8.164049149357341,84.0,0,Emerging,1
C302104539,2018-06-05,Approved,45.0,Married,Male,Family,Semi-Professional,Mining & Quarrying,Full-Time,252.0,2.0,Home Improvement,3596.89,False,0,0,0,0,3596.89,8.188102841502829,252.0,0,Established,1
C302104540,2018-06-18,Approved,58.0,Unmarried,Male,Rent,Blue Collar,Tourism,Full-Time,102.0,2.0,Home Improvement,1485.74,False,0,0,0,0,1485.74,7.304341082483706,102.0,0,Senior,1
C302104541,2018-04-17,Approved,23.0,Unmarried,Female,Rent,Employee,Unknown,Full-Time,26.0,1.0,Other,2514.65,False,1,0,1,1,2514.65,7.830286498445746,26.0,0,Young,1
C302104542,2018-06-23,Approved,26.0,Unmarried,Male,Own,Armed Forces Occupation,Civil Service,Full-Time,77.0,0.0,Debt Consolidation,3718.95,True,0,0,0,0,3718.95,8.221465506316648,77.0,0,Emerging,0
C302104543,2018-06-18,Approved,42.0,Unmarried,Male,Rent,Employee,Other,Full-Time,24.0,2.0,Debt Consolidation,2725.87,False,0,0,0,0,2725.87,7.910909710275459,24.0,0,Established,1
C302104544,2018-06-20,Approved,42.0,Unmarried,Female,Other,Officer,Civil Service,Full-Time,281.0,3.0,Debt Consolidation,5815.55,True,0,0,0,0,5815.55,8.668462581454722,281.0,0,Established,1
C302104545,2018-06-04,Approved,50.0,Unmarried,Male,Family,Employee,Private Security Services,Contract,14.0,0.0,Home Improvement,1854.02,False,0,0,0,0,1854.02,7.5256507566545725,14.0,0,Senior,0
C302104546,2018-06-21,Approved,34.0,Unmarried,Female,Family,Professional,Other,Full-Time,48.0,2.0,Debt Consolidation,1168.43,False,0,0,0,0,1168.43,7.064271729594139,48.0,0,Emerging,1
C302104547,2018-06-18,Approved,29.0,Unmarried,Male,Family,Semi-Professional,Private Security Services,Full-Time,39.0,2.0,Debt Consolidation,1966.01,False,0,0,0,0,1966.01,7.584269902260224,39.0,0,Emerging,1
C302104548,2018-06-19,Approved,42.0,Unmarried,Female,Family,Semi-Professional,Civil Service,Full-Time,132.0,0.0,Home Improvement,3133.14,True,0,0,0,0,3133.14,8.050110093264752,132.0,0,Established,0
C302104549,2018-06-25,Approved,32.0,Unmarried,Male,Family,Clerical Support Worker,Other,Full-Time,60.0,0.0,Debt Consolidation,1764.85,True,0,0,0,0,1764.85,7.4763874398441486,60.0,0,Emerging,0
C302104550,2018-06-24,Approved,37.0,Married,Male,Own,Officer,Civil Service,Full-Time,159.0,1.0,Debt Consolidation,3831.85,True,0,0,0,0,3831.85,8.251363930777082,159.0,0,Established,1
C302104551,2018-06-03,Approved,23.0,Unmarried,Male,Family,Semi-Professional,Private Security Services,Contract,27.0,1.0,Other,2386.16,False,0,0,0,0,2386.16,7.777859653836886,27.0,0,Young,1
C302104552,2018-06-27,Approved,19.0,Unmarried,Female,Family,Clerical Support Worker,Manufacturing,Full-Time,24.0,0.0,Home Improvement,1205.64,False,0,0,0,0,1205.64,7.095594916459997,24.0,0,Young,0
C302104553,2018-05-20,Approved,45.0,Unmarried,Male,Family,Elementary Occupation,Private Security Services,Contract,21.0,1.0,Debt Consolidation,1747.15,False,0,0,0,0,1747.15,7.46631336489079,21.0,0,Established,1
C302104554,2018-06-21,Approved,44.0,Unmarried,Female,Rent,Employee,Civil Service,Full-Time,157.0,0.0,Other,2761.46,False,0,0,0,0,2761.46,7.923876866083168,157.0,0,Established,0
C302104555,2018-06-13,Approved,46.0,Unmarried,Male,Family,Officer,Civil Service,Full-Time,276.0,0.0,Debt Consolidation,4337.34,True,0,0,0,0,4337.34,8.375247065447812,276.0,0,Established,0
C302104556,2018-06-19,Approved,38.0,Married,Male,Rent,Employee,Civil Service,Full-Time,180.0,1.0,Debt Consolidation,4806.63,True,0,0,0,0,4806.63,8.477959518178974,180.0,0,Established,1
C302104557,2018-06-25,Approved,32.0,Unmarried,Male,Own,Officer,Civil Service,Full-Time,110.0,1.0,Debt Consolidation,3648.44,True,0,0,0,0,3648.44,8.202329010148237,110.0,0,Emerging,1
C302104558,2018-06-23,Approved,27.0,Unmarried,Male,Own,Armed Forces Occupation,Civil Service,Full-Time,42.0,0.0,Debt Consolidation,3232.56,True,0,0,0,0,3232.56,8.08133897645904,42.0,0,Emerging,0
C302104559,2018-06-11,Approved,39.0,Married,Female,Own,Professional,Civil Service,Full-Time,136.0,1.0,Debt Consolidation,4485.83,True,0,0,0,0,4485.83,8.408901718028469,136.0,0,Established,1
C302104560,2018-06-24,Approved,30.0,Married,Female,Family,Clerical Support Worker,Clubs & Associations,Full-Time,40.0,2.0,Debt Consolidation,3734.31,False,0,0,0,0,3734.31,8.225586092784031,40.0,0,Emerging,1
C302104561,2018-06-03,Approved,44.0,Unmarried,Male,Rent,Semi-Professional,Science & Technology,Full-Time,204.0,0.0,Debt Consolidation,2734.84,False,0,0,0,0,2734.84,7.914193797500283,204.0,0,Established,0
C302104562,2018-06-24,Approved,62.0,Married,Male,Own,Professional,Mining & Quarrying,Full-Time,288.0,1.0,Education,14990.84,False,0,0,0,0,14990.84,9.615261332062662,288.0,0,Senior,1
C302104563,2018-06-26,Approved,35.0,Unmarried,Female,Rent,Professional,Agriculture,Full-Time,24.0,2.0,Other,5890.0,False,0,0,0,0,5890.0,8.681181041521688,24.0,0,Established,1
C302104564,2018-05-15,Approved,51.0,Unmarried,Female,Own,Officer,Other,Full-Time,18.0,0.0,Medical,17495.93,False,0,0,0,0,17495.93,9.769780715950786,18.0,0,Senior,0
C302104565,2018-06-28,Approved,28.0,Unmarried,Male,Family,Professional,Civil Service,Full-Time,103.0,2.0,Debt Consolidation,4044.3,False,0,0,0,0,4044.3,8.305310992379045,103.0,0,Emerging,1
C302104566,2018-06-21,Approved,60.0,Married,Female,Own,Clerical Support Worker,Civil Service,Full-Time,170.0,0.0,Debt Consolidation,1179.3,True,0,0,0,0,1179.3,7.073523922435023,170.0,0,Senior,0
C302104567,2018-06-24,Approved,25.0,Unmarried,Male,Rent,Officer,Civil Service,Full-Time,65.0,1.0,Debt Consolidation,3325.15,False,0,0,0,0,3325.15,8.109570757954213,65.0,0,Emerging,1
C302104568,2018-06-21,Approved,48.0,Married,Female,Own,Employee,Tourism,Full-Time,108.0,4.0,Home Improvement,1053.91,False,0,0,0,0,1053.91,6.961210734214355,108.0,0,Established,1
C302104569,2018-06-07,Approved,55.0,Married,Male,Rent,Clerical Support Worker,Private Security Services,Full-Time,198.0,1.0,Other,1612.16,False,0,0,0,0,1612.16,7.385950267254161,198.0,0,Senior,1
C302104570,2018-06-11,Approved,24.0,Unmarried,Female,Family,Employee,Unknown,Full-Time,24.0,0.0,Medical,760.53,False,0,0,1,0,760.53,6.635329567488304,24.0,0,Young,0
C302104571,2018-06-03,Approved,26.0,Unmarried,Male,Family,Employee,Civil Service,Full-Time,30.0,0.0,Home Improvement,1799.1,True,0,0,0,0,1799.1,7.495597497896658,30.0,0,Emerging,0
C302104572,2018-06-28,Approved,31.0,Unmarried,Male,Family,Officer,Retailing,Full-Time,132.0,0.0,Home Improvement,1042.44,False,0,0,0,0,1042.44,6.950278226062028,132.0,0,Emerging,0
C302104573,2018-06-12,Approved,66.0,Unmarried,Male,Family,Professional,Civil Service,Full-Time,240.0,1.0,Debt Consolidation,4050.15,True,0,0,0,0,4050.15,8.306756070411522,240.0,0,Senior,1
C302104574,2018-06-10,Approved,36.0,Unmarried,Male,Own,Employee,Unknown,Full-Time,45.0,1.0,Debt Consolidation,1634.14,True,0,0,1,0,1634.14,7.399483706576894,45.0,0,Established,1
C302104575,2018-06-21,Approved,49.0,Married,Female,Family,Blue Collar,Civil Service,Full-Time,201.0,1.0,Debt Consolidation,1977.2,True,0,0,0,0,1977.2,7.58994261930574,201.0,0,Established,1
C302104576,2018-06-11,Approved,54.0,Married,Male,Own,Semi-Professional,Manufacturing,Full-Time,96.0,0.0,Unknown,3108.11,False,0,0,0,0,3108.11,8.042091790584351,96.0,0,Senior,0
C302104577,2018-05-24,Approved,30.0,Unmarried,Male,Family,Employee,Other,Full-Time,26.0,0.0,Debt Consolidation,937.87,False,0,0,0,0,937.87,6.844677024469428,26.0,0,Emerging,0
C302104578,2018-06-21,Approved,41.0,Unmarried,Female,Family,Service and Sales Worker,Tourism,Full-Time,38.0,2.0,Other,1442.5,False,0,0,0,0,1442.5,7.2748259991029895,38.0,0,Established,1
C302104579,2018-06-20,Approved,35.0,Married,Female,Own,Officer,Civil Service,Full-Time,113.0,1.0,Debt Consolidation,3849.41,True,0,0,0,0,3849.41,8.255934915118292,113.0,0,Established,1
C302104580,2018-05-13,Approved,31.0,Married,Male,Family,Officer,Private Security Services,Contract,120.0,2.0,Other,1524.03,False,0,0,0,0,1524.03,7.329769360979165,120.0,0,Emerging,1
C302104581,2018-05-24,Approved,32.0,Married,Male,Rent,Armed Forces Occupation,Civil Service,Full-Time,118.0,2.0,Debt Consolidation,4738.85,True,0,0,0,0,4738.85,8.46376076861877,118.0,0,Emerging,1
C302104582,2018-06-19,Approved,35.0,Unmarried,Female,Family,Semi-Professional,Other,Full-Time,19.0,2.0,Home Improvement,1178.59,False,0,0,0,0,1178.59,7.0729221994552045,19.0,0,Established,1
C302104583,2018-06-19,Approved,43.0,Unmarried,Male,Family,Officer,Civil Service,Full-Time,194.0,0.0,Debt Consolidation,4896.71,True,0,0,0,0,4896.71,8.496523027919325,194.0,0,Established,0
C302104584,2018-06-20,Approved,29.0,Unmarried,Female,Family,Service and Sales Worker,Civil Service,Full-Time,74.0,0.0,Debt Consolidation,1776.81,False,0,0,0,0,1776.81,7.483137548721443,74.0,0,Emerging,0
C302104585,2018-05-20,Approved,39.0,Unmarried,Male,Own,Technician and Associate Professional,Construction & Installation,Full-Time,31.0,2.0,Other,5700.71,False,0,0,0,0,5700.71,8.64852140883164,31.0,0,Established,1
C302104586,2018-06-24,Approved,33.0,Unmarried,Female,Rent,Professional,Civil Service,Full-Time,55.0,0.0,Debt Consolidation,1961.95,True,0,0,0,0,1961.95,7.58220372273454,55.0,0,Emerging,0
C302104587,2018-06-27,Approved,55.0,Married,Male,Own,Professional,"Energy, Electricity & Water",Full-Time,361.0,0.0,Other,22360.19,False,0,0,0,0,17503.945400000015,9.770238714275076,361.0,0,Senior,0
C302104588,2018-06-27,Approved,40.0,Unmarried,Male,Own,Officer,Unknown,Full-Time,265.0,2.0,Debt Consolidation,4792.96,True,0,0,1,0,4792.96,8.475112071196483,265.0,0,Established,1
C302104589,2018-06-24,Approved,22.0,Unmarried,Male,Family,Employee,Unknown,Full-Time,44.0,0.0,Other,2372.02,False,0,0,1,0,2372.02,7.7719186845502675,44.0,0,Young,0
C302104590,2018-06-26,Approved,33.0,Married,Male,Family,Armed Forces Occupation,Civil Service,Full-Time,102.0,0.0,Debt Consolidation,5259.42,True,0,0,0,0,5259.42,8.567966150452826,102.0,0,Emerging,0
C302104591,2018-06-28,Approved,31.0,Unmarried,Female,Family,Clerical Support Worker,Education,Full-Time,64.0,0.0,Debt Consolidation,3048.07,True,0,0,0,0,3048.07,8.022591905071716,64.0,0,Emerging,0
C302104592,2018-06-03,Approved,32.0,Unmarried,Female,Own,Blue Collar,Tourism,Full-Time,18.0,1.0,Home Improvement,1010.94,False,0,0,0,0,1010.94,6.9196245595522266,18.0,0,Emerging,1
C302104593,2018-06-25,Approved,36.0,Married,Female,Rent,Officer,Civil Service,Full-Time,98.0,1.0,Debt Consolidation,3703.26,True,0,0,0,0,3703.26,8.217238787687009,98.0,0,Established,1
C302104594,2018-06-24,Approved,39.0,Married,Male,Own,Officer,Civil Service,Full-Time,199.0,2.0,Debt Consolidation,6057.27,True,0,0,0,0,6057.27,8.709179559758747,199.0,0,Established,1
C302104595,2018-05-29,Approved,25.0,Unmarried,Male,Other,Service and Sales Worker,Manufacturing,Full-Time,35.0,1.0,Home Improvement,1304.86,False,0,0,0,0,1304.86,7.174617106540538,35.0,0,Emerging,1
C302104596,2018-06-25,Approved,33.0,Married,Female,Family,Officer,Professional & Other Services,Full-Time,36.0,2.0,Other,16902.19,False,0,0,0,0,16902.19,9.735257640495178,36.0,0,Emerging,1
C302104597,2018-06-26,Approved,29.0,Unmarried,Female,Rent,Service and Sales Worker,Tourism,Contract,17.0,4.0,Home Improvement,1521.97,False,0,0,0,0,1521.97,7.328417654736611,17.0,0,Emerging,1
C302104598,2018-06-20,Approved,25.0,Unmarried,Male,Own,"Skilled Agricultural, Forestry",Civil Service,Full-Time,38.0,0.0,Debt Consolidation,3186.78,False,0,0,0,0,3186.78,8.067080028745954,38.0,0,Emerging,0
C302104599,2018-06-26,Approved,33.0,Married,Male,Family,Officer,Distribution,Full-Time,164.0,2.0,Other,3001.17,False,0,0,0,0,3001.17,8.007090639504108,164.0,0,Emerging,1
C302104600,2018-06-27,Approved,34.0,Unmarried,Male,Own,Officer,Civil Service,Full-Time,183.0,1.0,Debt Consolidation,3856.22,True,0,0,0,0,3856.22,8.257701995731155,183.0,0,Emerging,1
C302104601,2018-05-28,Approved,35.0,Unmarried,Male,Family,Armed Forces Occupation,Civil Service,Full-Time,208.0,0.0,Debt Consolidation,4375.89,True,0,0,0,0,4375.89,8.38409370550658,208.0,0,Established,0
C302104602,2018-07-02,Approved,24.0,Unmarried,Male,Family,Professional,Civil Service,Full-Time,24.0,0.0,Debt Consolidation,3074.39,True,0,0,0,0,3074.39,8.031187001466758,24.0,0,Young,0
C302104603,2018-06-19,Approved,48.0,Married,Male,Own,Officer,Science & Technology,Full-Time,291.0,2.0,Debt Consolidation,6385.03,False,0,0,0,0,6385.03,8.761868071040078,291.0,0,Established,1
C302104604,2018-04-23,Approved,60.0,Unmarried,Female,Rent,Clerical Support Worker,Education,Full-Time,49.0,1.0,Debt Consolidation,919.4,False,1,0,0,1,919.4,6.824808358161211,49.0,0,Senior,1
C302104605,2018-06-21,Approved,45.0,Married,Female,Own,Employee,Civil Service,Full-Time,249.0,0.0,Debt Consolidation,7818.42,True,0,0,0,0,7818.42,8.964365661990762,249.0,0,Established,0
