Application_ID,Application_Date,Loan_Approval_Status,Age_at_Application,Marital_Status,Gender,Own_Rent_Home,Occupation_Professional_Category,Type_of_Business_Industry_of_Employment,Employment_Status,Time_at_Current_Employment_(Months),Number_of_Dependents,Loan_Purpose,Monthly_Income,Government_Employee,Marital_Status_Missing,Own_Rent_Home_Missing,Type_of_Business_Missing,Number_of_Dependents_Missing,Monthly_Income_Capped,Monthly_Income_Log,Employment_Time_Capped,Employment_Stability_Score,Age_Bin,Has_Dependents
C302107590,2018-04-25,Customer Cancellation,31.0,Unmarried,Female,Family,Officer,Financial,Full-Time,128.0,1.0,Debt Consolidation,3766.9,False,0,0,0,0,3766.9,8.234273096065948,128.0,0,Emerging,1
C302107591,2018-05-30,Customer Cancellation,28.0,Married,Male,Family,Professional,Civil Service,Full-Time,96.0,0.0,Debt Consolidation,4738.86,True,0,0,0,0,4738.86,8.46376287838795,96.0,0,Emerging,0
C302107592,,Customer Cancellation,36.0,Unmarried,Female,Family,Professional,Civil Service,Full-Time,96.0,1.0,Debt Consolidation,4163.12,True,0,0,0,0,4163.12,8.33426024776342,96.0,0,Established,1
C302107593,2018-04-23,Customer Cancellation,40.0,Married,Female,Own,Professional,Civil Service,Full-Time,180.0,2.0,Debt Consolidation,4125.34,True,0,0,0,0,4125.34,8.325146094501784,180.0,0,Established,1
C302107594,2018-11-13,Customer Cancellation,45.0,Married,Female,Own,Semi-Professional,Education,Full-Time,18.0,2.0,Debt Consolidation,5215.56,True,0,0,0,0,5215.56,8.559593459806795,18.0,0,Established,1
C302107595,2018-06-20,Customer Cancellation,36.0,Unmarried,Female,Rent,Service and Sales Worker,Retailing,Full-Time,38.0,1.0,Debt Consolidation,2327.31,False,0,0,0,0,2327.31,7.752897961498149,38.0,0,Established,1
C302107596,2018-12-21,Customer Cancellation,48.0,Married,Male,Family,Clerical Support Worker,Transportation & Communication,Full-Time,108.0,1.0,Debt Consolidation,3851.79,False,0,0,0,0,3851.79,8.256552840156129,108.0,0,Established,1
C302107597,2018-05-20,Customer Cancellation,23.0,Unmarried,Female,Family,Clerical Support Worker,Financial,Full-Time,46.0,0.0,Debt Consolidation,4548.06,False,0,0,0,0,4548.06,8.422675897195045,46.0,0,Young,0
C302107598,,Customer Cancellation,26.0,Unmarried,Male,Rent,Clerical Support Worker,Financial,Full-Time,12.0,0.0,Debt Consolidation,2373.74,False,0,0,0,0,2373.74,7.77264323679185,12.0,0,Emerging,0
C302107599,2018-02-01,Approved,32.0,Unmarried,Female,Rent,Officer,Other,Full-Time,90.0,0.0,Debt Consolidation,7974.77,False,0,0,0,0,7974.77,8.984163474716365,90.0,0,Emerging,0
C302107600,2018-07-03,Customer Cancellation,33.0,Unmarried,Female,Rent,Officer,Civil Service,Full-Time,113.0,2.0,Debt Consolidation,3774.29,True,0,0,0,0,3774.29,8.236232479924581,113.0,0,Emerging,1
C302107601,2018-10-17,Customer Cancellation,33.0,Married,Male,Own,Officer,Civil Service,Full-Time,27.0,0.0,Debt Consolidation,1589.97,False,0,0,0,0,1589.97,7.372099172094641,27.0,0,Emerging,0
C302107602,2018-10-17,Customer Cancellation,30.0,Unmarried,Male,Family,Armed Forces Occupation,Civil Service,Full-Time,156.0,2.0,Debt Consolidation,4030.66,True,0,0,0,0,4030.66,8.301933480798793,156.0,0,Emerging,1
C302107603,2015-10-19,Customer Cancellation,35.0,Married,Female,Family,Elementary Occupation,Unknown,Full-Time,132.0,0.0,Home Improvement,3683.71,True,0,0,1,0,3683.71,8.21194710410465,132.0,0,Established,0
C302107604,2018-07-31,Customer Cancellation,36.0,Married,Male,Rent,Service and Sales Worker,Retailing,Full-Time,34.0,0.0,Medical,1119.45,False,0,0,0,0,1119.45,7.021485669309159,34.0,0,Established,0
C302107605,2015-10-14,Customer Cancellation,33.0,Married,Female,Family,Professional,Unknown,Full-Time,55.0,0.0,Other,3683.7,Unknown,0,0,1,0,3683.7,8.211944390183184,55.0,0,Emerging,0
C302107606,,Customer Cancellation,39.0,Married,Female,Own,Professional,Civil Service,Full-Time,74.0,1.0,Other,5179.4,True,0,0,0,0,5179.4,8.552637552349431,74.0,0,Established,1
C302107607,,Customer Cancellation,46.0,Married,Male,Rent,Professional,Civil Service,Full-Time,13.0,5.0,Other,3641.36,False,0,0,0,0,3641.36,8.20038710219001,13.0,0,Established,1
C302107608,2018-02-09,Customer Cancellation,48.0,Married,Male,Family,Plant and Machine Operators an,Mining & Quarrying,Contract,29.0,3.0,Other,12966.15,False,0,0,0,0,12966.15,9.470174515307997,29.0,0,Established,1
C302107609,2017-11-09,Customer Cancellation,40.0,Unmarried,Female,Family,Plant and Machine Operators an,Manufacturing,Full-Time,213.0,1.0,Debt Consolidation,1719.98,False,0,0,0,0,1719.98,7.4506491749935195,213.0,0,Established,1
C302107610,2017-09-06,Customer Cancellation,32.0,Married,Male,Family,Plant and Machine Operators an,Manufacturing,Contract,43.0,4.0,Debt Consolidation,960.14,False,0,0,0,0,960.14,6.868120079941447,43.0,0,Emerging,1
C302107611,2018-05-06,Customer Cancellation,50.0,Unmarried,Female,Family,Professional,Civil Service,Full-Time,242.0,0.0,Debt Consolidation,3549.74,True,0,0,0,0,3549.74,8.174911311450858,242.0,0,Senior,0
C302107612,2017-05-28,Customer Cancellation,34.0,Unmarried,Male,Family,Professional,Unknown,Full-Time,169.0,2.0,Debt Consolidation,6035.01,False,0,0,1,0,6035.01,8.705498476612675,169.0,0,Emerging,1
C302107613,2018-12-19,Customer Cancellation,32.0,Married,Male,Family,Officer,Civil Service,Full-Time,124.0,1.0,Debt Consolidation,5306.63,True,0,0,0,0,5306.63,8.57690068691852,124.0,0,Emerging,1
C302107614,2018-11-18,Customer Cancellation,48.0,Married,Male,Own,Armed Forces Occupation,Civil Service,Full-Time,261.0,2.0,Debt Consolidation,9204.46,True,0,0,0,0,9204.46,9.127552065259424,261.0,0,Established,1
C302107615,,Approved,43.0,Unmarried,Male,Family,Officer,Education,Full-Time,240.0,0.0,Debt Consolidation,9067.71,True,0,0,0,0,9067.71,9.112585305871564,240.0,0,Established,0
C302107616,2018-10-06,Customer Cancellation,34.0,Married,Male,Own,Armed Forces Occupation,Civil Service,Full-Time,147.0,0.0,Debt Consolidation,5107.73,False,0,0,0,0,5107.73,8.538706120018855,147.0,0,Emerging,0
C302107617,2017-05-11,Customer Cancellation,34.0,Unmarried,Female,Family,Employee,Tourism,Full-Time,145.0,0.0,Education,923.2,False,0,0,0,0,923.2,6.828928498436166,145.0,0,Emerging,0
C302107618,2018-11-06,Approved,48.0,Married,Female,Own,Officer,Food & Beverage Services,Full-Time,324.0,3.0,Education,1292.5,False,0,0,0,0,1292.5,7.165107001626083,324.0,0,Established,1
C302107619,2017-06-12,Customer Cancellation,25.0,Unmarried,Male,Family,Employee,Manufacturing,Full-Time,5.0,1.0,Other,1676.44,False,0,0,0,0,1676.44,7.425024100694986,5.0,0,Emerging,1
C302107620,2016-02-13,Customer Cancellation,28.0,Married,Female,Family,Professional,Financial,Full-Time,26.0,1.0,Other,1299.34,True,0,0,0,0,1299.34,7.170381047715945,26.0,0,Emerging,1
C302107621,2018-01-15,Customer Cancellation,33.0,Unmarried,Male,Family,Officer,Private Security Services,Contract,49.0,1.0,Other,1883.33,False,0,0,0,0,1883.33,7.541327599033389,49.0,0,Emerging,1
C302107622,2018-04-23,Customer Cancellation,33.0,Married,Female,Own,Professional,Financial,Full-Time,43.0,2.0,Debt Consolidation,4884.72,False,0,0,0,0,4884.72,8.494071943585343,43.0,0,Emerging,1
C302107623,,Customer Cancellation,28.0,Unmarried,Male,Family,Officer,Civil Service,Full-Time,55.0,0.0,Debt Consolidation,3666.59,False,0,0,0,0,3666.59,8.20729004959334,55.0,0,Emerging,0
C302107624,,Customer Cancellation,34.0,Unmarried,Male,Other,Officer,Civil Service,Full-Time,144.0,0.0,Debt Consolidation,3741.15,True,0,0,0,0,3741.15,8.227415591546398,144.0,0,Emerging,0
C302107625,,Customer Cancellation,33.0,Unmarried,Female,Own,Clerical Support Worker,Education,Full-Time,247.0,2.0,Debt Consolidation,2118.33,True,0,0,0,0,2118.33,7.658855279979759,247.0,0,Emerging,1
C302107626,,Customer Cancellation,37.0,Married,Female,Family,Professional,Education,Full-Time,55.0,1.0,Debt Consolidation,2899.28,True,0,0,0,0,2899.28,7.972562563037886,55.0,0,Established,1
C302107627,2018-07-24,Unknown,29.0,Unmarried,Male,Family,Professional,Civil Service,Full-Time,102.0,1.0,Debt Consolidation,3774.29,True,0,0,0,0,3774.29,8.236232479924581,102.0,0,Emerging,1
C302107628,2018-01-28,Customer Cancellation,35.0,Unmarried,Female,Family,Service and Sales Worker,Unknown,Full-Time,14.0,2.0,Debt Consolidation,1968.2,False,0,0,1,0,1968.2,7.585382647884045,14.0,0,Established,1
C302107629,2018-08-23,Customer Cancellation,34.0,Married,Male,Family,Blue Collar,Manufacturing,Contract,45.0,0.0,Home Improvement,2077.24,False,0,0,0,0,2077.24,7.6392766606589735,45.0,0,Emerging,0
C302107630,2018-09-02,Customer Cancellation,34.0,Unmarried,Female,Family,Employee,Transportation & Communication,Full-Time,132.0,1.0,Home Improvement,2410.0,False,0,0,0,0,2410.0,7.787796878181171,132.0,0,Emerging,1
C302107631,2017-07-25,Customer Cancellation,46.0,Married,Male,Own,Professional,Tourism,Full-Time,164.0,2.0,Home Improvement,11383.55,False,0,0,0,0,11383.55,9.340012452024979,164.0,0,Established,1
C302107632,2017-07-03,Customer Cancellation,28.0,Unmarried,Male,Own,Unknown,Unknown,Unknown,60.0,2.0,Home Improvement,1137.94,False,0,0,1,0,1137.94,7.037853284272126,60.0,0,Emerging,1
C302107633,2017-04-27,Customer Cancellation,34.0,Unmarried,Female,Family,Service and Sales Worker,Tourism,Contract,40.0,2.0,Home Improvement,1236.32,False,0,0,0,0,1236.32,7.120703029317852,40.0,0,Emerging,1
C302107634,2017-05-13,Customer Cancellation,23.0,Unmarried,Male,Family,Elementary Occupation,Manufacturing,Full-Time,18.0,0.0,Home Improvement,1114.86,False,0,0,0,0,1114.86,7.01738068704332,18.0,0,Young,0
C302107635,2017-05-29,Customer Cancellation,51.0,Unmarried,Female,Own,Professional,Tourism,Full-Time,354.0,0.0,Home Improvement,6269.86,False,0,0,0,0,6269.86,8.743668785305774,354.0,0,Senior,0
C302107636,2018-09-19,Customer Cancellation,34.0,Unmarried,Female,Family,Semi-Professional,Education,Full-Time,12.0,1.0,Other,3532.59,True,0,0,0,0,3532.59,8.170069630303216,12.0,0,Emerging,1
C302107637,2017-12-05,Customer Cancellation,31.0,Married,Male,Rent,Officer,Civil Service,Full-Time,110.0,1.0,Other,5387.86,True,0,0,0,1,5387.86,8.592089138750243,110.0,0,Emerging,1
C302107638,2018-07-09,Unknown,26.0,Married,Female,Family,Officer,Tourism,Full-Time,70.0,1.0,Other,3982.81,False,0,1,0,1,3982.81,8.289993926804195,70.0,0,Emerging,1
C302107639,2018-11-27,Customer Cancellation,27.0,Unmarried,Male,Family,Officer,Civil Service,Full-Time,25.0,1.0,Other,2516.61,False,0,0,0,0,2516.61,7.831065317779169,25.0,0,Emerging,1
C302107640,2017-08-09,Customer Cancellation,28.0,Unmarried,Male,Rent,Officer,Construction & Installation,Full-Time,21.0,0.0,Other,2813.6,False,0,0,0,0,2813.6,7.942575434562467,21.0,0,Emerging,0
C302107641,2017-05-17,Customer Cancellation,34.0,Married,Female,Family,Semi-Professional,Science & Technology,Full-Time,79.0,2.0,Other,972.73,False,0,0,0,0,972.73,6.881134057821266,79.0,0,Emerging,1
C302107642,2017-04-03,Decline,32.0,Unmarried,Male,Rent,Technician and Associate Professional,Unknown,Full-Time,15.0,1.0,Other,918.48,False,0,0,1,0,918.48,6.823808292856216,15.0,0,Emerging,1
C302107643,2018-07-30,Customer Cancellation,25.0,Unmarried,Male,Family,Employee,Financial,Full-Time,88.0,0.0,Debt Consolidation,2693.05,False,0,0,0,0,2693.05,7.898800916560514,88.0,0,Emerging,0
C302107644,2017-09-18,Customer Cancellation,29.0,Married,Male,Family,Officer,Civil Service,Self Employed,90.0,1.0,Debt Consolidation,4362.51,True,0,0,0,0,4362.51,8.381032058339024,90.0,0,Emerging,1
C302107645,2018-10-14,Decline,37.0,Unmarried,Female,Family,Officer,Retailing,Full-Time,22.0,0.0,Other,1512.31,False,0,0,0,0,1512.31,7.3220545837462145,22.0,0,Established,0
C302107646,2018-11-11,Customer Cancellation,48.0,Married,Female,Own,Service and Sales Worker,Other,Full-Time,32.0,1.0,Home Improvement,1699.41,False,0,0,0,0,1699.41,7.4386246774365254,32.0,0,Established,1
C302107647,2015-10-10,Decline,38.0,Married,Male,Rent,Professional,Unknown,Full-Time,129.0,1.0,Home Improvement,7059.71,Unknown,0,0,1,0,7059.71,8.862300892003047,129.0,0,Established,1
C302107648,2018-11-21,Customer Cancellation,29.0,Unmarried,Male,Rent,Employee,Tourism,Full-Time,15.0,0.0,Debt Consolidation,4640.44,False,0,0,0,0,4640.44,8.442779941900891,15.0,0,Emerging,0
C302107649,,Customer Cancellation,48.0,Married,Male,Own,Employee,Tourism,Unknown,77.0,3.0,Education,1875.73,False,0,0,0,0,1875.73,7.537286179675934,77.0,0,Established,1
C302107650,2018-12-30,Customer Cancellation,48.0,Unmarried,Female,Family,Service and Sales Worker,Manufacturing,Full-Time,55.0,0.0,Other,1312.57,False,0,0,0,0,1312.57,7.180503900434936,55.0,0,Established,0
C302107651,2017-11-28,Customer Cancellation,25.0,Unmarried,Male,Own,Professional,Private Security Services,Full-Time,16.0,0.0,Other,1477.36,False,0,0,0,0,1477.36,7.2986886442443355,16.0,0,Emerging,0
C302107652,2018-08-01,Customer Cancellation,39.0,Unmarried,Male,Own,Clerical Support Worker,Civil Service,Full-Time,204.0,2.0,Debt Consolidation,5112.87,True,0,0,0,0,5112.87,8.53971173511348,204.0,0,Established,1
C302107653,2018-04-10,Approved,42.0,Married,Female,Own,Employee,Education,Full-Time,228.0,1.0,Debt Consolidation,3072.34,False,0,0,0,0,3072.34,8.030520197077573,228.0,0,Established,1
C302107654,2018-11-26,Customer Cancellation,36.0,Married,Female,Rent,Officer,Private Security Services,Contract,6.0,1.0,Other,1625.63,False,0,0,0,0,1625.63,7.394265668941425,6.0,0,Established,1
C302107655,2018-10-15,Customer Cancellation,37.0,Unmarried,Male,Own,Officer,Civil Service,Full-Time,165.0,0.0,Debt Consolidation,3873.17,True,0,0,0,0,3873.17,8.262086725296346,165.0,0,Established,0
C302107656,2017-06-13,Customer Cancellation,61.0,Married,Male,Rent,Service and Sales Worker,Unknown,Full-Time,101.0,1.0,Debt Consolidation,2308.5,False,0,0,1,0,2308.5,7.74478632987066,101.0,0,Senior,1
C302107657,2017-09-19,Customer Cancellation,42.0,Married,Male,Family,Semi-Professional,Unknown,Full-Time,28.0,3.0,Home Improvement,2344.67,False,0,0,1,0,2344.67,7.76032635435754,28.0,0,Established,1
C302107658,2017-07-24,Decline,53.0,Unmarried,Male,Family,Semi-Professional,Civil Service,Contract,13.0,0.0,Other,1161.77,True,0,0,0,0,1161.77,7.0585603685582985,13.0,0,Senior,0
C302107659,,Approved,26.0,Unmarried,Male,Family,Officer,Science & Technology,Contract,18.0,0.0,Other,1608.87,True,0,0,0,0,1608.87,7.383908709376813,18.0,0,Emerging,0
C302107660,2016-02-10,Customer Cancellation,24.0,Unmarried,Male,Family,Blue Collar,Tourism,Unknown,12.0,1.0,Debt Consolidation,1477.14,False,0,0,0,0,1477.14,7.29853981962035,12.0,0,Young,1
C302107661,2018-04-08,Customer Cancellation,39.0,Married,Female,Rent,Professional,Education,Full-Time,48.0,3.0,Debt Consolidation,4308.41,True,0,0,0,0,4308.41,8.368556282776096,48.0,0,Established,1
C302107662,2017-11-05,Customer Cancellation,35.0,Unmarried,Female,Own,Employee,Science & Technology,Full-Time,144.0,1.0,Home Improvement,1047.41,False,0,0,0,0,1047.41,6.9550300097479045,144.0,0,Established,1
C302107663,2018-10-22,Customer Cancellation,36.0,Unmarried,Female,Own,Clerical Support Worker,Retailing,Full-Time,18.0,2.0,Other,1641.27,False,0,0,0,0,1641.27,7.4038347101121875,18.0,0,Established,1
C302107664,,Customer Cancellation,28.0,Unmarried,Male,Family,Armed Forces Occupation,Civil Service,Full-Time,84.0,0.0,Other,3842.56,True,0,0,0,0,3842.56,8.254154299438772,84.0,0,Emerging,0
C302107665,2017-07-25,Customer Cancellation,33.0,Unmarried,Male,Own,Semi-Professional,Unknown,Full-Time,28.0,3.0,Debt Consolidation,975.92,False,0,0,1,0,975.92,6.884404765373886,28.0,0,Emerging,1
C302107666,2018-02-20,Customer Cancellation,30.0,Unmarried,Male,Rent,Professional,Civil Service,Full-Time,9.0,1.0,Debt Consolidation,4555.83,True,0,0,0,0,4555.83,8.424382485323346,9.0,0,Emerging,1
C302107667,2018-10-17,Customer Cancellation,37.0,Unmarried,Male,Own,Service and Sales Worker,Manufacturing,Full-Time,118.0,1.0,Debt Consolidation,1328.64,False,0,0,0,0,1328.64,7.1926635078845225,118.0,0,Established,1
C302107668,2016-02-24,Customer Cancellation,37.0,Married,Male,Own,Elementary Occupation,Tourism,Full-Time,42.0,1.0,Debt Consolidation,1641.27,False,0,0,0,0,1641.27,7.4038347101121875,42.0,0,Established,1
C302107669,2018-10-11,Customer Cancellation,25.0,Unmarried,Male,Family,Officer,Civil Service,Full-Time,49.0,1.0,Debt Consolidation,3195.46,True,0,0,0,0,3195.46,8.06979922644164,49.0,0,Emerging,1
C302107670,2017-06-18,Customer Cancellation,29.0,Married,Female,Own,Officer,Civil Service,Full-Time,24.0,1.0,Debt Consolidation,1168.96,True,0,0,0,0,1168.96,7.06472483917319,24.0,0,Emerging,1
C302107671,2017-06-12,Customer Cancellation,29.0,Married,Female,Own,Officer,Civil Service,Full-Time,24.0,1.0,Debt Consolidation,1215.24,True,0,0,0,0,1215.24,7.10351941147258,24.0,0,Emerging,1
C302107672,2018-04-20,Unknown,30.0,Married,Female,Own,Officer,Civil Service,Full-Time,35.0,1.0,Debt Consolidation,1340.15,False,0,0,0,0,1340.15,7.201282733849436,35.0,0,Emerging,1
C302107673,2018-12-17,Customer Cancellation,36.0,Married,Female,Family,Professional,Civil Service,Full-Time,157.0,2.0,Debt Consolidation,6705.74,True,0,0,0,0,6705.74,8.810868269879423,157.0,0,Established,1
C302107674,2018-08-27,Customer Cancellation,49.0,Widowed,Female,Own,Service and Sales Worker,Tourism,Full-Time,113.0,0.0,Home Improvement,20912.66,False,0,0,0,0,17503.945400000015,9.770238714275076,113.0,0,Established,0
C302107675,2017-10-05,Customer Cancellation,18.0,Unmarried,Male,Family,Officer,Other,Full-Time,12.0,0.0,Home Improvement,711.21,False,0,0,0,0,711.21,6.568372811744823,12.0,0,Young,0
C302107676,2017-07-05,Customer Cancellation,32.0,Unmarried,Male,Family,Officer,Unknown,Part-Time,15.0,0.0,Home Improvement,1127.78,False,0,0,1,0,1127.78,7.028892682451094,15.0,0,Emerging,0
C302107677,2017-07-13,Customer Cancellation,32.0,Unmarried,Male,Family,Officer,Unknown,Full-Time,15.0,0.0,Home Improvement,1142.33,False,0,0,1,0,1142.33,7.04170033603573,15.0,0,Emerging,0
C302107678,2018-07-12,Customer Cancellation,29.0,Unmarried,Female,Family,Officer,Professional & Other Services,Full-Time,85.0,0.0,Home Improvement,1532.0,False,0,0,0,0,1532.0,7.3349818788718135,85.0,0,Emerging,0
C302107679,2017-06-08,Customer Cancellation,29.0,Married,Female,Own,Officer,Civil Service,Full-Time,24.0,1.0,Home Improvement,1168.96,False,0,0,0,0,1168.96,7.06472483917319,24.0,0,Emerging,1
C302107680,2018-07-02,Unknown,28.0,Unmarried,Female,Rent,Semi-Professional,Construction & Installation,Full-Time,12.0,1.0,Other,7427.22,False,0,0,0,0,7427.22,8.913041539696898,12.0,0,Emerging,1
C302107681,2015-12-15,Customer Cancellation,40.0,Unmarried,Male,Rent,Semi-Professional,Manufacturing,Full-Time,7.0,1.0,Other,5844.08,False,0,0,0,0,5844.08,8.673355560724394,7.0,0,Established,1
C302107682,2018-07-17,Customer Cancellation,24.0,Unmarried,Male,Family,Officer,Civil Service,Full-Time,62.0,1.0,Other,3379.0,False,0,0,0,1,3379.0,8.125630988477065,62.0,0,Young,1
C302107683,,Unknown,51.0,Married,Female,Own,Officer,Civil Service,Full-Time,312.0,2.0,Debt Consolidation,5528.66,True,0,0,0,0,5528.66,8.617881609805258,312.0,0,Senior,1
C302107684,2018-07-02,Customer Cancellation,32.0,Unmarried,Female,Rent,Plant and Machine Operators an,Manufacturing,Full-Time,105.0,2.0,Debt Consolidation,830.43,False,0,0,0,0,830.43,6.723147109881753,105.0,0,Emerging,1
C302107685,2018-07-22,Decline,43.0,Married,Male,Own,Professional,Civil Service,Full-Time,46.0,4.0,Debt Consolidation,6449.21,True,0,0,0,0,6449.21,8.771867967399348,46.0,0,Established,1
C302107686,2018-09-13,Customer Cancellation,29.0,Unmarried,Male,Family,Clerical Support Worker,Unknown,Full-Time,84.0,0.0,Debt Consolidation,1148.1,False,0,0,1,0,1148.1,7.046734306263588,84.0,0,Emerging,0
C302107687,2017-10-03,Customer Cancellation,35.0,Unmarried,Male,Family,Clerical Support Worker,Unknown,Full-Time,174.0,1.0,Debt Consolidation,2375.52,False,0,0,1,1,2375.52,7.7733925117560805,174.0,0,Established,1
C302107688,2018-09-07,Customer Cancellation,33.0,Unmarried,Male,Rent,Clerical Support Worker,Unknown,Contract,47.0,0.0,Debt Consolidation,1767.88,False,0,0,1,0,1767.88,7.4781018569239,47.0,0,Emerging,0
C302107689,2018-04-23,Customer Cancellation,45.0,Unmarried,Male,Own,Professional,Civil Service,Full-Time,276.0,4.0,Debt Consolidation,4159.66,True,0,0,0,0,4159.66,8.333428994517272,276.0,0,Established,1
C302107690,2017-10-11,Customer Cancellation,35.0,Married,Male,Rent,Professional,Unknown,Full-Time,180.0,2.0,Debt Consolidation,5382.85,True,0,0,1,0,5382.85,8.591159010609562,180.0,0,Established,1
C302107691,2018-05-12,Customer Cancellation,40.0,Married,Male,Own,Officer,Civil Service,Full-Time,241.0,3.0,Debt Consolidation,4500.54,True,0,0,0,0,4500.54,8.412174839435965,241.0,0,Established,1
C302107692,2017-05-24,Customer Cancellation,30.0,Married,Female,Own,Professional,Retailing,Full-Time,88.0,2.0,Debt Consolidation,1324.74,False,0,0,0,0,1324.74,7.189726073088546,88.0,0,Emerging,1
